order;id;name;field;latin;selection;distance_from_hearth;dfh_comment;latin_source;latin_score;sabellic;sabellic_source;sabellic_score
659;8#61;the oak;Agriculture and vegetation;quercus;selection;1;wild plants;Latin;0;;;
660;8#62;the beech;Agriculture and vegetation;fagus;selection;1;wild plants;Latin;0;;;
661;8#63;the birch;Agriculture and vegetation;betula;selection;1;wild plants;Celtic;1;;;
662;8#64;the pine;Agriculture and vegetation;pinus;selection;1;wild plants;substrate;0.25;;;
663;8#65;the fir;Agriculture and vegetation;abies;selection;1;wild plants;substrate;0.5;;;
664;8#66;the acorn;Agriculture and vegetation;glans (querna);selection;1;wild plants;Latin;0;;;
665;8#67;the vine;Agriculture and vegetation;vitis;selection;0;domesticated plant;Latin;0;;;
666;8#68;the tobacco;Agriculture and vegetation;;anachronism;1;;;;;;
667;8#69;to smoke;Agriculture and vegetation;fumare;selection;1;not in every home;Latin;0;;;
668;8#691;the pipe;Agriculture and vegetation;infurnibulum;selection;1;not in every home;Latin;0;;;
669;8#72;the tree stump;Agriculture and vegetation;;none?;0;universal to plants;;;;;
670;8#73;the tree trunk;Agriculture and vegetation;truncus;selection;0;universal to plants;Latin;0;;;
671;8#74;the forked branch;Agriculture and vegetation;;none?;0;universal to plants;;;;;
672;8#75;the bark;Agriculture and vegetation;cortex;selection;0;universal to plants;Latin;0;;;
673;8#76;the sap;Agriculture and vegetation;sucus;selection;0;universal to plants;substrate;0.25;;;
674;8#81;the palm tree;Agriculture and vegetation;palma;selection;1;wild plants;substrate;0.25;;;
675;8#82;the coconut;Agriculture and vegetation;;anachronism;1;wild plants;;;;;
676;8#83;the citrus fruit;Agriculture and vegetation;citrus;selection;1;wild plants;Etruscan;0.75;;;
677;8#84;the banana;Agriculture and vegetation;ariena;selection;1;wild plants;substrate;1;;;
678;8#85;the banyan;Agriculture and vegetation;;anachronism;1;wild plants;;;;;
679;8#91;the sweet potato;Agriculture and vegetation;;anachronism;1;wild plants;;;;;
680;8#911;the millet or sorghum;Agriculture and vegetation;milium;selection;0;domesticated plant;Latin;0;;;
681;8#912;the yam;Agriculture and vegetation;;anachronism;1;wild plants;;;;;
682;8#92;the cassava/manioc;Agriculture and vegetation;;anachronism;1;wild plants;;;;;
683;8#93;the gourd;Agriculture and vegetation;cucurbita;selection;1;wild plants;substrate;0.75;;;
684;8#931;the pumpkin or squash;Agriculture and vegetation;pepo;anachronism;1;wild plants;Greek;;;;
685;8#94;the bamboo;Agriculture and vegetation;arundo indica;compound;1;wild plants;;;;;
686;8#941;the sugar cane;Agriculture and vegetation;;anachronism;1;wild plants;;;;;
687;8#96;the fish poison;Agriculture and vegetation;;none?;1;wild plants;;;;;
688;8#97;the nettle;Agriculture and vegetation;urtica;selection;1;wild plants;Etruscan;0.25;;;
689;8#98;the mushroom;Agriculture and vegetation;fungus;selection;1;wild plants;substrate;0.75;;;
690;8#991;the larch;Agriculture and vegetation;larix;selection;1;wild plants;substrate;0.75;;;
691;8#993;the needle(2);Agriculture and vegetation;acus;selection;1;wild plants;Latin;0;;;
692;8#996;the cone;Agriculture and vegetation;conus;selection;1;wild plants;Greek;1;;;
693;9#11;to do;Basic actions and technology;ago;selection;0;universal concepts;Latin;0;feitu;Sabellic;0
694;9#111;to make;Basic actions and technology;facio;selection;0;universal concepts;Latin;0;fifikus;Sabellic;0
695;9#12;the work;Basic actions and technology;opera;selection;0;universal concepts;Latin;0;;;
696;9#14;to bend;Basic actions and technology;flecto;selection;0;universal concepts;Latin;0;;;
697;9#15;to fold;Basic actions and technology;plico;selection;0;universal concepts;Latin;0;;;
698;9#16;to tie;Basic actions and technology;ligo;selection;0;universal concepts;Latin;0;preuilatu;Sabellic;0
699;9#161;to untie;Basic actions and technology;solvo;selection;0;universal concepts;Latin;0;;;
700;9#18;the chain;Basic actions and technology;catena;selection;0;universal concepts;Latin;0;;;
701;9#19;the rope;Basic actions and technology;funis;selection;0;universal concepts;Latin;0;;;
702;9#192;the knot;Basic actions and technology;nodus;selection;0;universal concepts;substrate;0.25;;;
703;9#21;to strike or hit or beat;Basic actions and technology;ferio;selection;0;universal concepts;Latin;0;;;
704;9#211;to pound;Basic actions and technology;percutio;selection;0;universal concepts;Latin;0;;;
705;9#22;to cut;Basic actions and technology;seco;selection;0;universal concepts;Latin;0;iseceles;Sabellic;0
706;9#221;to cut down;Basic actions and technology;caedo;selection;0;universal concepts;Latin;0;;;
707;9#222;to chop;Basic actions and technology;dolo;selection;0;universal concepts;Latin;0;;;
708;9#223;to stab;Basic actions and technology;fodio;selection;0;universal concepts;Latin;0;;;
709;9#23;the knife(2);Basic actions and technology;culter;selection;0;universal concepts;Latin;0;;;
710;9#24;the scissors or shears;Basic actions and technology;forfices;selection;1;not in every home;substrate;0.25;;;
711;9#25;the axe/ax;Basic actions and technology;securis;selection;1;not in every home;Latin;0;;;
712;9#251;the adze;Basic actions and technology;ascia;selection;1;not in every home;substrate;0.25;;;
713;9#26;to break;Basic actions and technology;frango;selection;0;universal concepts;Latin;0;hvidas;Sabellic;0
714;9#261;broken;Basic actions and technology;fractus;selection;0;universal concepts;Latin;0;;;
715;9#27;to split;Basic actions and technology;findo;selection;0;universal concepts;Latin;0;;;
716;9#28;to tear;Basic actions and technology;scindo;selection;0;universal concepts;Latin;0;;;
717;9#29;to skin;Basic actions and technology;deglubo;selection;0;universal concepts;Latin;0;;;
718;9#31;to rub;Basic actions and technology;frico;selection;0;universal concepts;Latin;0;;;
719;9#311;to wipe;Basic actions and technology;tergeo;selection;0;universal concepts;Latin;0;;;
720;9#32;to stretch;Basic actions and technology;obtendo;selection;0;universal concepts;Latin;0;;;
721;9#33;to pull;Basic actions and technology;traho;selection;0;universal concepts;Latin;0;;;
722;9#34;to spread out;Basic actions and technology;extendo;selection;0;universal concepts;Latin;0;;;
723;9#341;to hang up;Basic actions and technology;suspendo;selection;0;universal concepts;Latin;0;;;
724;9#342;to press;Basic actions and technology;premo;selection;0;universal concepts;Latin;0;;;
725;9#343;to squeeze;Basic actions and technology;comprimo;selection;0;universal concepts;Latin;0;;;
726;9#35;to pour;Basic actions and technology;fundo;selection;0;universal concepts;Latin;0;vestikatu;Sabellic;0
727;9#36;to wash;Basic actions and technology;lavo;selection;0;universal concepts;Latin;0;vutu;Sabellic;0
728;9#37;to sweep;Basic actions and technology;verro;selection;0;universal concepts;Latin;0;;;
729;9#38;the broom;Basic actions and technology;scopae;selection;0;universal concepts;substrate;0.25;;;
730;9#422;the tool;Basic actions and technology;instrumentum;selection;0;universal concepts;Latin;0;;;
731;9#43;the carpenter;Basic actions and technology;faber;selection;1;specialised trades;Latin;0;;;
732;9#44;to build;Basic actions and technology;aedifico;selection;0;universal concepts;Latin;0;oupsens;Sabellic;0
733;9#46;to bore;Basic actions and technology;perforo;selection;0;universal concepts;Latin;0;;;
734;9#461;to hollow out;Basic actions and technology;excavo;selection;0;universal concepts;Latin;0;;;
735;9#48;the saw;Basic actions and technology;serra;selection;1;specialised trades;Latin;0;;;
736;9#49;the hammer;Basic actions and technology;malleus;selection;1;specialised trades;Latin;0;;;
737;9#5;the nail;Basic actions and technology;clavus;selection;1;specialised trades;Latin;0;seples;Sabellic;0
738;9#56;the glue;Basic actions and technology;gluten;selection;1;specialised trades;Latin;0;;;
739;9#6;the blacksmith;Basic actions and technology;ferrarius faber;compound;1;specialised trades;;;;;
740;9#61;to forge;Basic actions and technology;fabricor;selection;1;specialised trades;Latin;0;;;
741;9#62;the anvil;Basic actions and technology;incus;selection;1;specialised trades;Latin;0;;;
742;9#63;to cast;Basic actions and technology;fundo;selection;1;specialised trades;Latin;0;;;
743;9#64;the gold;Basic actions and technology;aurum;selection;1;specialised trades;Latin;0;;;
744;9#65;the silver;Basic actions and technology;argentum;selection;1;specialised trades;Latin;0;aragetud;Latin;0.5
745;9#66;the copper;Basic actions and technology;aeneus;selection;1;specialised trades;Latin;0;;;
746;9#67;the iron;Basic actions and technology;ferreus;selection;1;specialised trades;substrate;0.75;;;
747;9#68;the lead;Basic actions and technology;plumbum;selection;1;specialised trades;Greek;0.75;;;
748;9#69;the tin or tinplate;Basic actions and technology;plumbum album;compound;1;specialised trades;;;;;
749;9#71;the potter;Basic actions and technology;figulus;selection;1;specialised trades;Latin;0;;;
750;9#72;to mould/mold;Basic actions and technology;fingo;selection;1;specialised trades;Latin;0;;;
751;9#73;the clay;Basic actions and technology;argilla;selection;1;specialised trades;Greek;1;;;
752;9#74;the glass;Basic actions and technology;vitrum;selection;1;specialised trades;Latin;0;;;
753;9#75;to weave or plait/braid;Basic actions and technology;texo;selection;0;present in home?;Latin;0;;;
754;9#76;the basket;Basic actions and technology;corbis;selection;0;present in home?;substrate;0.25;;;
755;9#77;the mat;Basic actions and technology;teges;selection;0;present in home?;Latin;0;;;
756;9#771;the rug;Basic actions and technology;stragulus;selection;0;present in home?;Latin;0;;;
757;9#78;the netbag;Basic actions and technology;;none?;1;specialised trades;;;;;
758;9#79;the fan;Basic actions and technology;flabellum;selection;1;specialised trades;Latin;0;;;
759;9#791;to fan;Basic actions and technology;ventilo;selection;1;specialised trades;Latin;0;;;
760;9#81;to carve;Basic actions and technology;sculpo;selection;1;specialised trades;Latin;0;;;
761;9#82;the sculptor;Basic actions and technology;sculptor;selection;1;specialised trades;Latin;0;;;
762;9#83;the statue;Basic actions and technology;statua;selection;1;specialised trades;Latin;0;ereclum;Etruscan;0.25
763;9#84;the chisel;Basic actions and technology;scalprum;selection;1;specialised trades;Latin;0;;;
764;9#87;the boomerang;Basic actions and technology;;anachronism;1;;;;;;
765;9#88;the paint;Basic actions and technology;pigmentum;selection;1;specialised trades;Latin;0;;;
766;9#89;to paint;Basic actions and technology;pingo;selection;1;specialised trades;Latin;0;;;
767;9#9;to draw water;Basic actions and technology;haurio;selection;0;universal concepts;Latin;0;;;
768;9#91;the peg;Basic actions and technology;clavus ligneus;compound;0;common item?;;;;;
769;9#92;the tumpline;Basic actions and technology;;anachronism;1;specialised trades;;;;;
770;9#93;the whetstone;Basic actions and technology;cos;selection;1;specialised trades;Latin;0;;;
771;10#11;to move;Motion;moveo;selection;0;universal concepts;Latin;0;;;
772;10#12;to turn;Motion;verto;selection;0;universal concepts;Latin;0;;;
773;10#13;to turn around;Motion;converto;selection;0;universal concepts;Latin;0;vurtus;Sabellic;0
774;10#14;to wrap;Motion;involvo;selection;0;universal concepts;Latin;0;;;
775;10#15;to roll;Motion;volvo;selection;0;universal concepts;Latin;0;;;
776;10#16;to drop;Motion;demitto;selection;0;universal concepts;Latin;0;;;
777;10#17;to twist;Motion;torqueo;selection;0;universal concepts;Latin;0;;;
778;10#21;to rise;Motion;orior;selection;0;universal concepts;Latin;0;urtas;Sabellic;0
779;10#22;to raise or lift;Motion;tollo;selection;0;universal concepts;Latin;0;;;
780;10#23;to fall;Motion;cado;selection;0;universal concepts;Latin;0;;;
781;10#24;to drip;Motion;stillo;selection;0;universal concepts;Latin;0;;;
782;10#25;to throw;Motion;iacio;selection;0;universal concepts;Latin;0;;;
783;10#252;to catch;Motion;capio;selection;0;universal concepts;Latin;0;habe;Sabellic;0
784;10#26;to shake;Motion;quatio;selection;0;universal concepts;Latin;0;;;
785;10#32;to flow;Motion;fluo;selection;0;universal concepts;Latin;0;;;
786;10#33;to sink;Motion;sido;selection;0;universal concepts;Latin;0;;;
787;10#34;to float;Motion;fluito;selection;0;universal concepts;Latin;0;;;
788;10#35;to swim;Motion;no;selection;0;universal concepts;Latin;0;;;
789;10#351;to dive;Motion;se immergere;compound;0;universal concepts;;;;;
790;10#352;to splash;Motion;aspergo;selection;0;universal concepts;Latin;0;;;
791;10#36;to sail;Motion;navigo;selection;0;universal concepts;Latin;0;;;
792;10#37;to fly;Motion;volo;selection;0;universal concepts;Latin;0;;;
793;10#38;to blow;Motion;flo;selection;0;universal concepts;Latin;0;;;
794;10#41;to crawl;Motion;repo;selection;0;universal concepts;Latin;0;;;
795;10#412;to kneel;Motion;genu flectere;selection;0;universal concepts;Latin;0;kunikaz;Sabellic;0
796;10#413;to crouch;Motion;se demitto;compound;0;universal concepts;;;;;
797;10#42;to slide or slip;Motion;labor;selection;0;universal concepts;Latin;0;;;
798;10#43;to jump;Motion;salio;selection;0;universal concepts;Latin;0;;;
799;10#431;to kick;Motion;caedere;selection;0;universal concepts;Latin;0;;;
800;10#44;to dance;Motion;salto;selection;0;universal concepts;Latin;0;;;
801;10#45;to walk;Motion;ambulo / pedes incedere;selection;0;universal concepts;Latin;0;amboltu;Sabellic;0
802;10#451;to limp;Motion;claudico;selection;0;universal concepts;Latin;0;;;
803;10#46;to run;Motion;curro;selection;0;universal concepts;Sabellic;0.5;;;
804;10#47;to go;Motion;ire;selection;0;universal concepts;Latin;0;etu;Sabellic;0
805;10#471;to go up;Motion;ascendo, subire;selection;0;universal concepts;Latin;0;;;
806;10#472;to climb;Motion;inscendo;selection;0;universal concepts;Latin;0;;;
807;10#473;to go down;Motion;descendo;selection;0;universal concepts;Latin;0;;;
808;10#474;to go out;Motion;exeo;selection;0;universal concepts;Latin;0;;;
809;10#48;to come;Motion;venio;selection;0;universal concepts;Latin;0;menes;Sabellic;0
810;10#481;to come back;Motion;revenio;selection;0;universal concepts;Latin;0;;;
811;10#49;to leave;Motion;discedo;selection;0;universal concepts;Latin;0;daetom;Sabellic;0
812;10#491;to disappear;Motion;evanesco;selection;0;universal concepts;Latin;0;;;
813;10#51;to flee;Motion;fugio;selection;0;universal concepts;Latin;0;;;
814;10#52;to follow;Motion;sequor;selection;0;universal concepts;Latin;0;;;
815;10#53;to pursue;Motion;persequor;selection;0;universal concepts;Latin;0;;;
816;10#55;to arrive;Motion;advenio;selection;0;universal concepts;Latin;0;;;
817;10#56;to approach;Motion;accedo;selection;0;universal concepts;Latin;0;;;
818;10#57;to enter;Motion;intro;selection;0;universal concepts;Latin;0;;;
819;10#58;to go or return home;Motion;redeo domum;compound;0;universal concepts;;;;;
820;10#61;to carry;Motion;fero;selection;0;universal concepts;Latin;0;fertu;Sabellic;0
821;10#612;to carry in hand;Motion;fero;selection;0;universal concepts;Latin;0;;;
822;10#613;to carry on shoulder;Motion;fero;selection;0;universal concepts;Latin;0;;;
823;10#614;to carry on head;Motion;fero;selection;0;universal concepts;Latin;1;;;
824;10#615;to carry under the arm;Motion;fero;selection;0;universal concepts;Latin;0;;;
825;10#62;to bring;Motion;affero;selection;0;universal concepts;Latin;0;purtitaf;Sabellic;0
826;10#63;to send;Motion;mitto;selection;0;universal concepts;Latin;0;;;
827;10#64;to lead;Motion;duco;selection;0;universal concepts;Latin;0;;;
828;10#65;to drive;Motion;rego;selection;0;universal concepts;Latin;0;;;
829;10#66;to ride;Motion;vehor;selection;0;universal concepts;Latin;0;;;
830;10#67;to push;Motion;impello;selection;0;universal concepts;Latin;0;;;
831;10#71;the road;Motion;via;selection;1;not in the home;Latin;0;viam;Sabellic;0
832;10#72;the path;Motion;semita;selection;1;not in the home;Latin;0;;;
833;10#74;the bridge;Motion;pons;selection;1;not in the home;Latin;0;;;
834;10#75;the cart or wagon;Motion;plaustrum;selection;0;wagon = sufficiently common?;Celtic;0.25;;;
835;10#76;the wheel;Motion;rota;selection;0;wagon = sufficiently common?;Latin;0;;;
836;10#77;the axle;Motion;axis;selection;0;wagon = sufficiently common?;Latin;0;;;
837;10#78;the yoke;Motion;iugum;selection;0;wagon = sufficiently common?;Latin;0;;;
838;10#79;the sledge/sled;Motion;traha;selection;0;wagon = sufficiently common?;Latin;0;;;
839;10#81;the ship;Motion;navis;selection;1;travel;Latin;0;;;
840;10#83;the boat;Motion;navis;selection;1;travel;Latin;0;;;
841;10#831;the canoe;Motion;linter;selection;1;travel;Latin;0;;;
842;10#832;the outrigger;Motion;;none?;1;travel;;;;;
843;10#84;the raft;Motion;ratis;selection;1;travel;Latin;0;;;
844;10#85;the oar;Motion;remus;selection;1;travel;Latin;0;;;
845;10#851;the paddle;Motion;;none?;1;travel;;;;;
846;10#852;to row;Motion;remigo;selection;1;travel;Latin;0;;;
847;10#86;the rudder;Motion;gubernaculum;selection;1;travel;Greek;1;;;
848;10#87;the mast;Motion;malus;selection;1;travel;substrate;0.25;;;
849;10#88;the sail;Motion;velum;selection;1;travel;Latin;0;;;
850;10#89;the anchor;Motion;ancora;selection;1;travel;Etruscan;1;;;
851;10#91;the port;Motion;portus;selection;1;travel;Latin;0;;;
852;10#92;to land;Motion;egredior (e navi);selection;1;travel;Latin;0;;;
853;11#11;to have;Possession;habeo;selection;0;universal concepts;Latin;0;habetutu;Sabellic;0
854;11#12;to own;Possession;teneo;selection;0;universal concepts;Latin;0;;;
855;11#13;to take;Possession;capio;selection;0;universal concepts;Latin;0;anouihimu;Sabellic;0
856;11#14;to grasp;Possession;prenso;selection;0;universal concepts;Latin;0;;;
857;11#15;to hold;Possession;gesto;selection;0;universal concepts;Latin;0;tenitu;Sabellic;0
858;11#16;to get;Possession;nanciscor;selection;0;universal concepts;Latin;0;;;
859;11#17;to keep;Possession;retineo;selection;0;universal concepts;Latin;0;;;
860;11#18;the thing;Possession;res;selection;0;universal concepts;Latin;0;;;
861;11#21;to give;Possession;do;selection;0;universal concepts;Latin;0;dedens;Sabellic;0
862;11#22;to give back;Possession;reddo;selection;0;universal concepts;Latin;0;;;
863;11#24;to preserve;Possession;tueor;selection;0;universal concepts;Latin;0;;;
864;11#25;to rescue;Possession;eripio;selection;0;universal concepts;Latin;0;;;
865;11#27;to destroy;Possession;perimo;selection;0;universal concepts;Latin;0;;;
866;11#28;to injure;Possession;noceo;selection;0;universal concepts;Latin;0;;;
867;11#29;to damage;Possession;laedo;selection;0;universal concepts;Latin;0;;;
868;11#31;to look for;Possession;quaero;selection;0;universal concepts;Latin;0;;;
869;11#32;to find;Possession;reperio;selection;0;universal concepts;Latin;0;;;
870;11#33;to lose;Possession;amitto;selection;0;universal concepts;Latin;0;;;
871;11#34;to let go;Possession;omitto;selection;0;universal concepts;Latin;0;;;
872;11#43;the money;Possession;pecunia;selection;0;universal concepts;Latin;0;eituam;Sabellic;0
873;11#44;the coin;Possession;nummus;selection;0;universal concepts;Greek;0.75;numer;Latin Greek;0.75
874;11#51;rich;Possession;dives;selection;0;universal concepts;Latin;0;des;Sabellic;0
875;11#52;poor;Possession;pauper;selection;0;universal concepts;Latin;0;;;
876;11#53;the beggar;Possession;mendicus;selection;1;not in every home;Latin;0;;;
877;11#54;stingy;Possession;sordidus;selection;0;universal concepts;Latin;0;;;
878;11#61;to lend;Possession;mutuum do;compound;1;specialised trades;;;;;
879;11#62;to borrow;Possession;mutuor;selection;1;specialised trades;Latin;0;;;
880;11#63;to owe;Possession;debeo;selection;1;specialised trades;Latin;0;;;
881;11#64;the debt;Possession;aes alienum;compound;0;universal concepts;;;;;
882;11#65;to pay;Possession;pendo;selection;0;universal concepts;Latin;0;;;
883;11#66;the bill;Possession;nomen?;selection;1;specialised trades;Latin;0;;;
884;11#69;the tax;Possession;vectigal;selection;1;political term;Latin;0;;;
885;11#77;to hire;Possession;conduco;selection;1;specialised trades;Latin;0;;;
886;11#78;the wages;Possession;merces;selection;1;specialised trades;Etruscan;0.5;;;
887;11#79;to earn;Possession;mereo;selection;0;universal concepts;Latin;0;;;
888;11#81;to buy;Possession;emo;selection;0;universal concepts;Latin;0;emantur;Sabellic;0
889;11#82;to sell;Possession;vendo;selection;0;universal concepts;Latin;0;amiricatud;Etruscan;0.5
890;11#83;to trade or barter;Possession;muto;selection;0;universal concepts;Latin;0;;;
891;11#84;the merchant;Possession;mercator;selection;1;specialised trades;Etruscan;0.5;;;
892;11#85;the market;Possession;macellum;selection;1;specialised trades;Greek;1;;;
893;11#86;the shop/store;Possession;taberna;selection;1;specialised trades;Latin;0;;;
894;11#87;the price;Possession;pretium;selection;0;universal concepts;Latin;0;;;
895;11#88;expensive;Possession;sumptuosus;selection;0;universal concepts;Latin;0;;;
896;11#89;cheap;Possession;vilis;selection;0;universal concepts;Latin;0;;;
897;11#91;to share;Possession;communico;selection;0;universal concepts;Latin;0;;;
898;11#92;to weigh;Possession;pendo;selection;0;universal concepts;Latin;0;;;
899;12#01;after;Spatial relations;post;selection;0;universal concepts;Latin;0;pus;Sabellic;0
900;12#011;behind;Spatial relations;post;selection;0;universal concepts;Latin;0;;;
901;12#012;in;Spatial relations;in;selection;0;universal concepts;Latin;0;en;Sabellic;0
902;12#013;at;Spatial relations;ad / apud;selection;0;universal concepts;Latin;0;a;Sabellic;0
903;12#02;beside;Spatial relations;ad;selection;0;universal concepts;Latin;0;postin;Sabellic;0
904;12#03;down;Spatial relations;deorsum;selection;0;universal concepts;Latin;0;;;
905;12#04;before;Spatial relations;ante;selection;0;universal concepts;Latin;0;pre;Sabellic;0
906;12#041;in front of;Spatial relations;ante;selection;0;universal concepts;Latin;0;;;
907;12#05;inside;Spatial relations;intus;selection;0;universal concepts;Latin;0;pustin;Sabellic;0
908;12#06;outside;Spatial relations;extra;selection;0;universal concepts;Latin;0;;;
909;12#07;under;Spatial relations;sub;selection;0;universal concepts;Latin;0;sup;Sabellic;0
910;12#08;up;Spatial relations;sursum;selection;0;universal concepts;Latin;0;;;
911;12#081;above;Spatial relations;super;selection;0;universal concepts;Latin;0;super;Sabellic;0
912;12#11;the place;Spatial relations;locus;selection;0;universal concepts;Latin;0;;;
913;12#12;to put;Spatial relations;pono;selection;0;universal concepts;Latin;0;;;
914;12#13;to sit;Spatial relations;sedeo;selection;0;universal concepts;Latin;0;zeref;Sabellic;0
915;12#14;to lie down;Spatial relations;decumbo;selection;0;universal concepts;Latin;0;qupat;Sabellic;0
916;12#15;to stand;Spatial relations;sto;selection;0;universal concepts;Latin;0;stait;Sabellic;0
917;12#16;to remain;Spatial relations;maneo;selection;0;universal concepts;Latin;0;;;
918;12#17;the remains;Spatial relations;reliquiae;selection;0;universal concepts;Latin;0;;;
919;12#21;to gather;Spatial relations;colligo;selection;0;universal concepts;Latin;0;kuveitu;Sabellic;0
920;12#212;to pick up;Spatial relations;tollo;selection;0;universal concepts;Latin;0;sumtu;Sabellic;0
921;12#213;to pile up;Spatial relations;congero;selection;0;universal concepts;Latin;0;;;
922;12#22;to join;Spatial relations;iungo;selection;0;universal concepts;Latin;0;;;
923;12#23;to separate;Spatial relations;disiungo;selection;0;universal concepts;Latin;0;;;
924;12#232;to divide;Spatial relations;divido;selection;0;universal concepts;Latin;0;;;
925;12#24;to open;Spatial relations;aperio;selection;0;universal concepts;Latin;0;;;
926;12#25;to shut;Spatial relations;claudo;selection;0;universal concepts;Latin;0;;;
927;12#26;to cover;Spatial relations;tego;selection;0;universal concepts;Latin;0;;;
928;12#27;to hide;Spatial relations;abscondo;selection;0;universal concepts;Latin;0;;;
929;12#31;high;Spatial relations;altus;selection;0;universal concepts;Latin;0;;;
930;12#32;low;Spatial relations;humilis;selection;0;universal concepts;Latin;0;;;
931;12#33;the top;Spatial relations;summus;selection;0;universal concepts;Latin;0;sume;Sabellic;0
932;12#34;the bottom;Spatial relations;fundus;selection;0;universal concepts;Latin;0;;;
933;12#35;the end(1);Spatial relations;extremus;selection;0;universal concepts;Latin;0;;;
934;12#352;pointed;Spatial relations;acutus;selection;0;universal concepts;Latin;0;;;
935;12#353;the edge;Spatial relations;margo;selection;0;universal concepts;Latin;0;;;
936;12#36;the side;Spatial relations;latus;selection;0;universal concepts;Latin;0;;;
937;12#37;the middle;Spatial relations;medius;selection;0;universal concepts;Latin;0;mefiu;Sabellic;0
938;12#41;right(1);Spatial relations;dexter;selection;0;universal concepts;Latin;0;destr;Sabellic;0
939;12#42;left;Spatial relations;sinister;selection;0;universal concepts;Latin;0;nertru;Sabellic;0
940;12#43;near;Spatial relations;prope;selection;0;universal concepts;Latin;0;;;
941;12#44;far;Spatial relations;procul;selection;0;universal concepts;Latin;0;;;
942;12#45;the east;Spatial relations;oriens;selection;0;universal concepts;Latin;0;;;
943;12#46;the west;Spatial relations;occidens;selection;0;universal concepts;Latin;0;;;
944;12#47;the north;Spatial relations;septentrio;selection;0;universal concepts;Latin;0;;;
945;12#48;the south;Spatial relations;meridies;selection;0;universal concepts;Latin;0;;;
946;12#53;to grow;Spatial relations;cresco;selection;0;universal concepts;Latin;0;;;
947;12#54;to measure;Spatial relations;metior;selection;0;universal concepts;Latin;0;;;
948;12#541;the fathom;Spatial relations;ulna;selection;0;universal concepts;Latin;0;;;
949;12#55;big;Spatial relations;magnus;selection;0;universal concepts;Latin;0;;;
950;12#56;small;Spatial relations;parvus;selection;0;universal concepts;Latin;0;;;
951;12#57;long;Spatial relations;longus;selection;0;universal concepts;Latin;0;;;
952;12#58;tall;Spatial relations;procerus;selection;0;universal concepts;Latin;0;;;
953;12#59;short;Spatial relations;brevis;selection;0;universal concepts;Latin;0;;;
954;12#61;wide;Spatial relations;latus;selection;0;universal concepts;Latin;0;;;
955;12#62;narrow;Spatial relations;angustus;selection;0;universal concepts;Latin;0;;;
956;12#63;thick;Spatial relations;crassus;selection;0;universal concepts;Latin;0;;;
957;12#65;thin;Spatial relations;tenuis;selection;0;universal concepts;Latin;0;;;
958;12#67;deep;Spatial relations;altus;selection;0;universal concepts;Latin;0;;;
959;12#68;shallow;Spatial relations;brevis;selection;0;universal concepts;Latin;0;;;
960;12#71;flat;Spatial relations;planus;selection;0;universal concepts;Latin;0;;;
961;12#73;straight;Spatial relations;rectus;selection;0;universal concepts;Latin;0;rectas;Sabellic;0
962;12#74;crooked;Spatial relations;pravus;selection;0;universal concepts;Latin;0;;;
963;12#75;the hook;Spatial relations;hamus;selection;0;universal concepts;Latin;0;;;
964;12#76;the corner;Spatial relations;angulus;selection;0;universal concepts;Latin;0;;;
965;12#77;the cross;Spatial relations;decussis;selection;0;universal concepts;Latin;0;;;
966;12#78;the square;Spatial relations;quadratum;selection;0;universal concepts;Latin;0;;;
967;12#81;round;Spatial relations;rotundus;selection;0;universal concepts;Latin;0;;;
968;12#82;the circle;Spatial relations;orbis;selection;0;universal concepts;Latin;0;;;
969;12#83;the ball;Spatial relations;follis;selection;0;universal concepts;Latin;0;;;
970;12#84;the line;Spatial relations;linea;selection;0;universal concepts;Latin;0;;;
971;12#85;the hole;Spatial relations;foramen;selection;0;universal concepts;Latin;0;;;
972;12#92;similar;Spatial relations;similis;selection;0;universal concepts;Latin;0;;;
973;12#93;to change;Spatial relations;converto;selection;0;universal concepts;Latin;0;;;
974;13#01;one;Quantity;unus;selection;0;universal concepts;Latin;0;unu;Sabellic;0
975;13#02;two;Quantity;duo;selection;0;universal concepts;Latin;0;tuf;Sabellic;0
976;13#03;three;Quantity;tres;selection;0;universal concepts;Latin;0;tris;Sabellic;0
977;13#04;four;Quantity;quattuor;selection;0;universal concepts;Latin;0;;;
978;13#05;five;Quantity;quinque;selection;0;universal concepts;Latin;0;;;
979;13#06;six;Quantity;sex;selection;0;universal concepts;Latin;0;;;
980;13#07;seven;Quantity;septem;selection;0;universal concepts;Latin;0;;;
981;13#08;eight;Quantity;octo;selection;0;universal concepts;Latin;0;;;
982;13#09;nine;Quantity;novem;selection;0;universal concepts;Latin;0;;;
983;13#1;ten;Quantity;decem;selection;0;universal concepts;Latin;0;;;
984;13#101;eleven;Quantity;undecim;selection;0;universal concepts;Latin;0;;;
985;13#102;twelve;Quantity;duodecim;selection;0;universal concepts;Latin;0;desenduf;Sabellic;0
986;13#103;fifteen;Quantity;quindecim;selection;0;universal concepts;Latin;0;;;
987;13#104;twenty;Quantity;viginti;selection;0;universal concepts;Latin;0;;;
988;13#105;a hundred;Quantity;centum;selection;0;universal concepts;Latin;0;;;
989;13#106;a thousand;Quantity;mille;selection;0;universal concepts;Latin;0;;;
990;13#107;to count;Quantity;numero;selection;0;universal concepts;Latin;0;;;
991;13#14;all;Quantity;omnes;selection;0;universal concepts;Latin;0;sulum;Sabellic;0
