;Text_ID;Sentence_ID;Sentence_position;Token_ID;Token_position;Token;Token_clean;Relation;Head;Analysis_ID;Lemma;Lemma_simplex;Lemma_frequency;Language;Morphological_type;Part_of_speech;Stem;Tense;Mood;Diathesis;Person;Number;Gender;Case;Category;POS;Tags;Meaning;Meaning_category;Meaning_subcategory;Classical_Latin_equivalent;Classical_Latin_Form;TAM_analysis;Standard_aligned;Form_aligned;Sentence;Section;Reference;Name;Language_(text);Language_family;Language_variety;Script;Date_after;Date_before;Provenance;GeoID;Latitude;Longitude;Finite_verb;Analysable_token;Text_length;Trismegistos_ID;Date;Century;Text_ID_head;Sentence_ID_head;Sentence_position_head;Token_ID_head;Token_position_head;Token_head;Token_clean_head;Relation_head;Head_head;Analysis_ID_head;Lemma_head;Lemma_simplex_head;Lemma_frequency_head;Language_head;Morphological_type_head;Part_of_speech_head;Stem_head;Tense_head;Mood_head;Diathesis_head;Person_head;Number_head;Gender_head;Case_head;Category_head;POS_head;Tags_head;Meaning_head;Meaning_category_head;Meaning_subcategory_head;Classical_Latin_equivalent_head;Classical_Latin_Form_head;TAM_analysis_head;Standard_aligned_head;Form_aligned_head;Sentence_head;Section_head;Reference_head;Name_head;Language_(text)_head;Language_family_head;Language_variety_head;Script_head;Date_after_head;Date_before_head;Provenance_head;GeoID_head;Latitude_head;Longitude_head;Finite_verb_head;Analysable_token_head;Text_length_head;Trismegistos_ID_head;Date_head;Century_head;Order;Semantics
362424;4802;4447;1;362424;113;omnis;omnis;ATR;362421;1629055;13225a;13225;42;Latin;C-stem;adjective;-;-;-;-;-;plural;M;ACC;-;a-p---ma-;M-acc-pl;every;-;-;omnis;omnes;-;omnes;omnis;L(ucius) Veicius L(uci) f(ilius) / L(ucius) Fulvius Q(uinti) f(ilius) / M(arcus) Curtius C(ai) f(ilius) / L(ucius) Fuficius L(uci) f(ilius) / N(umerius) Arrius A(uli) f(ilius) / N(umerius) Spurius D(ecimi) f(ilius) / T(itus) Pescennius T(iti) f(ilius) / M(arcus) Annius L(uci) f(ilius) / Q(uintus) Hostius Q(uinti) f(ilius) / C(aius) Lucretius C(ai) f(ilius) / Ti(berius) Asicius Ti(beri) f(ilius) / P(ublius) Suesanus M(arci) f(ilius) // P(ublius) Baebius N(umeri) l(ibertus) aerari(us) / C(aius) Cossutius C(ai) l(ibertus) Gent(ius) / A(ulus) Fulvius Fulviai(!) l(ibertus) / L(ucius) Flavius Q(uinti) l(ibertus) / P(ublius) Cipius Cn(aei) l(ibertus) / L(ucius) Nerius M(arci) l(ibertus) / Cn(aeus) Pescennius L(uci) l(ibertus) / P(ublius) Nerius P(ubli) l(ibertus) / C(aius) Cipius C(ai) l(ibertus) Pera / C(aius) Nerius M(arci) l(ibertus) / P(ublius) Caesius M(arci) l(ibertus) / P(ublius) Servius N(umeri) l(ibertus) purpur(arius) // Mag(istri) Castori et Polluci et Mercu[rio] Felici fornicem et / gradus supra fornicem omnis et [cluac]as(?) sequndum / fornicem faciend(um) coer(averunt);;CIL I² 2947;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-105;-105;Capua (Santa Maria Capua Vetere);;41.1043193;14.1437103;True;True;128;250257;-105;-1;4802;4447;1;362421;110;gradus;gradus;OBJ_CO;362425;1629052;12644a;12644;3;Latin;U-stem;noun;-;-;-;-;-;plural;M;ACC;-;n-p---ma-;M-acc-pl;step;-;-;gradus;gradus;-;gradus;gradus;L(ucius) Veicius L(uci) f(ilius) / L(ucius) Fulvius Q(uinti) f(ilius) / M(arcus) Curtius C(ai) f(ilius) / L(ucius) Fuficius L(uci) f(ilius) / N(umerius) Arrius A(uli) f(ilius) / N(umerius) Spurius D(ecimi) f(ilius) / T(itus) Pescennius T(iti) f(ilius) / M(arcus) Annius L(uci) f(ilius) / Q(uintus) Hostius Q(uinti) f(ilius) / C(aius) Lucretius C(ai) f(ilius) / Ti(berius) Asicius Ti(beri) f(ilius) / P(ublius) Suesanus M(arci) f(ilius) // P(ublius) Baebius N(umeri) l(ibertus) aerari(us) / C(aius) Cossutius C(ai) l(ibertus) Gent(ius) / A(ulus) Fulvius Fulviai(!) l(ibertus) / L(ucius) Flavius Q(uinti) l(ibertus) / P(ublius) Cipius Cn(aei) l(ibertus) / L(ucius) Nerius M(arci) l(ibertus) / Cn(aeus) Pescennius L(uci) l(ibertus) / P(ublius) Nerius P(ubli) l(ibertus) / C(aius) Cipius C(ai) l(ibertus) Pera / C(aius) Nerius M(arci) l(ibertus) / P(ublius) Caesius M(arci) l(ibertus) / P(ublius) Servius N(umeri) l(ibertus) purpur(arius) // Mag(istri) Castori et Polluci et Mercu[rio] Felici fornicem et / gradus supra fornicem omnis et [cluac]as(?) sequndum / fornicem faciend(um) coer(averunt);;CIL I² 2947;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-105;-105;Capua (Santa Maria Capua Vetere);;41.1043193;14.1437103;True;True;128;250257;-105;-1;1;quantity
362688;4813;4453;1;362688;52;ioviae;ioviae;ATR;362687;1629319;12755a;12755;2;Latin;O-stem;adjective;-;-;-;-;-;singular;F;GEN;-;a-s---fg-;F-gen-sg;of Jupiter;PROPER;THEONYM;Iovius;Ioviae;-;iouiae;iouiae;N(umerius) Pumidius Q(uinti) f(ilius) / M(arcus) Cottius M(arci) f(ilius) / M(arcus) Eppilius M(arci) f(ilius) / C(aius) Antracius C(ai )f(ilius) / L(ucius) Sempronius L(uci) f(ilius) / P(ublius) Cicereius C(ai) f(ilius) // M(arcus) Raecius Q(uinti) f(ilius) / N(umerius) Arrius M(arci) f(ilius) / L(ucius) Heioleius P(ubli) f(ilius) / C(aius) Tuccius C(ai) f(ilius) / Q(uintus) Vibius M(arci) f(ilius) / M(arcus) Valerius L(uci) f(ilius) / heisce magistreis Venerus Ioviae murum / aedificandum coiraverunt ped(es) CCLXX;;CIL X 3776;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-108;-108;Casilinum (Capua);;41.1043193;14.1437103;True;True;65;252006;-108;-1;4813;4453;1;362687;51;venerus;venerus;ATR;362689;1629318;14171a;14171;12;Latin;C-stem;noun;-;-;-;-;-;singular;F;GEN;-;n-s---fg-;F-gen-sg;Venus;PROPER;THEONYM;Venus;Veneris;-;ueneris;uenerus;N(umerius) Pumidius Q(uinti) f(ilius) / M(arcus) Cottius M(arci) f(ilius) / M(arcus) Eppilius M(arci) f(ilius) / C(aius) Antracius C(ai )f(ilius) / L(ucius) Sempronius L(uci) f(ilius) / P(ublius) Cicereius C(ai) f(ilius) // M(arcus) Raecius Q(uinti) f(ilius) / N(umerius) Arrius M(arci) f(ilius) / L(ucius) Heioleius P(ubli) f(ilius) / C(aius) Tuccius C(ai) f(ilius) / Q(uintus) Vibius M(arci) f(ilius) / M(arcus) Valerius L(uci) f(ilius) / heisce magistreis Venerus Ioviae murum / aedificandum coiraverunt ped(es) CCLXX;;CIL X 3776;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-108;-108;Casilinum (Capua);;41.1043193;14.1437103;True;True;65;252006;-108;-1;1;proper name
362693;4813;4453;1;362693;57;cclxx;cclxx;ATR;362692;1629324;-;-;1003;Latin;-;numeral;-;-;-;-;-;-;-;-;-;---------;;-;NUMBER;-;-;-;-;-;-;N(umerius) Pumidius Q(uinti) f(ilius) / M(arcus) Cottius M(arci) f(ilius) / M(arcus) Eppilius M(arci) f(ilius) / C(aius) Antracius C(ai )f(ilius) / L(ucius) Sempronius L(uci) f(ilius) / P(ublius) Cicereius C(ai) f(ilius) // M(arcus) Raecius Q(uinti) f(ilius) / N(umerius) Arrius M(arci) f(ilius) / L(ucius) Heioleius P(ubli) f(ilius) / C(aius) Tuccius C(ai) f(ilius) / Q(uintus) Vibius M(arci) f(ilius) / M(arcus) Valerius L(uci) f(ilius) / heisce magistreis Venerus Ioviae murum / aedificandum coiraverunt ped(es) CCLXX;;CIL X 3776;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-108;-108;Casilinum (Capua);;41.1043193;14.1437103;True;True;65;252006;-108;-1;4813;4453;1;362692;56;ped(es);pedes;ADV;362691;1629323;13341a;13341;21;Latin;C-stem;noun;-;-;-;-;-;plural;M;ACC;-;n-p---ma-;M-acc-pl;foot;BODY;-;pes;pedes;-;pedes;pedes;N(umerius) Pumidius Q(uinti) f(ilius) / M(arcus) Cottius M(arci) f(ilius) / M(arcus) Eppilius M(arci) f(ilius) / C(aius) Antracius C(ai )f(ilius) / L(ucius) Sempronius L(uci) f(ilius) / P(ublius) Cicereius C(ai) f(ilius) // M(arcus) Raecius Q(uinti) f(ilius) / N(umerius) Arrius M(arci) f(ilius) / L(ucius) Heioleius P(ubli) f(ilius) / C(aius) Tuccius C(ai) f(ilius) / Q(uintus) Vibius M(arci) f(ilius) / M(arcus) Valerius L(uci) f(ilius) / heisce magistreis Venerus Ioviae murum / aedificandum coiraverunt ped(es) CCLXX;;CIL X 3776;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-108;-108;Casilinum (Capua);;41.1043193;14.1437103;True;True;65;252006;-108;-1;1;number
362838;4815;4457;1;362838;69;lxxx;lxxx;ATR;362837;1629469;-;-;1003;Latin;-;numeral;-;-;-;-;-;-;-;-;-;---------;;-;NUMBER;-;-;-;-;-;-;Ser(vius) Sueti(us) Ser(vi) l(ibertus) baln(eator) / P(ublius) Babrius L(uci) l(ibertus) / M(arcus) Sexti(us) N(umeri) M(arci) l(ibertus) / N(umerius) Sexti(us) N(umeri) M(arci) l(ibertus) / L(ucius) Hordioni(us) L(uci) l(ibertus) Lab(eo?) / C(aius) Lucretius C(ai) l(ibertus) Apul(us) / A(ulus) Gargonius Q(uinti) l(ibertus) // [1] Babrius L(uci) l(ibertus) / P(ublius) [S]ervilius M(arci) l(ibertus) / Cn(aeus) Octavi(us) N(umeri) l(ibertus) vest(iarius) / M(arcus) Ocrati(us) M(arci) l(ibertus) pist(or) / P(ublius) Statius P(ubli) M(arci) l(ibertus) / M(arcus) Mai(us) M(arci) l(ibertus) Nic() / heisce magistreis Cererus murum / et pluteum long(um) p(edes) LXXX alt(um) p(edes) XXI / faciundum coiravere;;CIL X 3779;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-106;-106;Casilinum (Capua);;41.1043193;14.1437103;True;True;83;252077;-106;-1;4815;4457;1;362837;68;p(edes);pedes;ADV;362836;1629468;13341a;13341;21;Latin;C-stem;noun;-;-;-;-;-;plural;M;ACC;-;n-p---ma-;M-acc-pl;foot;BODY;-;pes;pedes;-;pedes;pedes;Ser(vius) Sueti(us) Ser(vi) l(ibertus) baln(eator) / P(ublius) Babrius L(uci) l(ibertus) / M(arcus) Sexti(us) N(umeri) M(arci) l(ibertus) / N(umerius) Sexti(us) N(umeri) M(arci) l(ibertus) / L(ucius) Hordioni(us) L(uci) l(ibertus) Lab(eo?) / C(aius) Lucretius C(ai) l(ibertus) Apul(us) / A(ulus) Gargonius Q(uinti) l(ibertus) // [1] Babrius L(uci) l(ibertus) / P(ublius) [S]ervilius M(arci) l(ibertus) / Cn(aeus) Octavi(us) N(umeri) l(ibertus) vest(iarius) / M(arcus) Ocrati(us) M(arci) l(ibertus) pist(or) / P(ublius) Statius P(ubli) M(arci) l(ibertus) / M(arcus) Mai(us) M(arci) l(ibertus) Nic() / heisce magistreis Cererus murum / et pluteum long(um) p(edes) LXXX alt(um) p(edes) XXI / faciundum coiravere;;CIL X 3779;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-106;-106;Casilinum (Capua);;41.1043193;14.1437103;True;True;83;252077;-106;-1;1;number
362841;4815;4457;1;362841;72;xxi;xxi;ATR;362840;1629472;-;-;1003;Latin;-;numeral;-;-;-;-;-;-;-;-;-;---------;;-;NUMBER;-;-;-;-;-;-;Ser(vius) Sueti(us) Ser(vi) l(ibertus) baln(eator) / P(ublius) Babrius L(uci) l(ibertus) / M(arcus) Sexti(us) N(umeri) M(arci) l(ibertus) / N(umerius) Sexti(us) N(umeri) M(arci) l(ibertus) / L(ucius) Hordioni(us) L(uci) l(ibertus) Lab(eo?) / C(aius) Lucretius C(ai) l(ibertus) Apul(us) / A(ulus) Gargonius Q(uinti) l(ibertus) // [1] Babrius L(uci) l(ibertus) / P(ublius) [S]ervilius M(arci) l(ibertus) / Cn(aeus) Octavi(us) N(umeri) l(ibertus) vest(iarius) / M(arcus) Ocrati(us) M(arci) l(ibertus) pist(or) / P(ublius) Statius P(ubli) M(arci) l(ibertus) / M(arcus) Mai(us) M(arci) l(ibertus) Nic() / heisce magistreis Cererus murum / et pluteum long(um) p(edes) LXXX alt(um) p(edes) XXI / faciundum coiravere;;CIL X 3779;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-106;-106;Casilinum (Capua);;41.1043193;14.1437103;True;True;83;252077;-106;-1;4815;4457;1;362840;71;p(edes);pedes;ADV;362839;1629471;13341a;13341;21;Latin;C-stem;noun;-;-;-;-;-;plural;M;ACC;-;n-p---ma-;M-acc-pl;foot;BODY;-;pes;pedes;-;pedes;pedes;Ser(vius) Sueti(us) Ser(vi) l(ibertus) baln(eator) / P(ublius) Babrius L(uci) l(ibertus) / M(arcus) Sexti(us) N(umeri) M(arci) l(ibertus) / N(umerius) Sexti(us) N(umeri) M(arci) l(ibertus) / L(ucius) Hordioni(us) L(uci) l(ibertus) Lab(eo?) / C(aius) Lucretius C(ai) l(ibertus) Apul(us) / A(ulus) Gargonius Q(uinti) l(ibertus) // [1] Babrius L(uci) l(ibertus) / P(ublius) [S]ervilius M(arci) l(ibertus) / Cn(aeus) Octavi(us) N(umeri) l(ibertus) vest(iarius) / M(arcus) Ocrati(us) M(arci) l(ibertus) pist(or) / P(ublius) Statius P(ubli) M(arci) l(ibertus) / M(arcus) Mai(us) M(arci) l(ibertus) Nic() / heisce magistreis Cererus murum / et pluteum long(um) p(edes) LXXX alt(um) p(edes) XXI / faciundum coiravere;;CIL X 3779;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-106;-106;Casilinum (Capua);;41.1043193;14.1437103;True;True;83;252077;-106;-1;1;number
362908;4816;4459;1;362908;55;x]xii(?);xxii;ATR;362907;1629539;-;-;1003;Latin;-;numeral;-;-;-;-;-;-;-;-;-;---------;;-;NUMBER;-;-;-;-;-;-;]nius L(uci) f(ilius) / [---]ius L(uci) f(ilius) / [--- Ho]rtionius Cn(aei) f(ilius) / [--- Eg]natius P(ubli) f(ilius) gla(diarius?) / [---]us Cn(aei) f(ilius) E() / [---]cius M(arci) f(ilius) // A(ulus) Seppius A(uli) f(ilius) / C(aius) Pompilius C(ai) f(ilius) / N(umerius) Rubrius M(arci) f(ilius) / Cn(aeus) Hortionius // Cn(aei) f(ilius) // L(ucius) Annius L(uci) f(ilius) f(aber?)/ C(aius) Obinius Cn(aei) f(ilius) lanio / [heisce magistreis] Cererus murum et / [pluteum long(um) p(edes) X]XII(?) altum XXII faciundum coiraver(unt) / [C(aio) Fl]avio C(ai) f(ilio) C(aio) Mario C(ai) f(ilio) co(n)s(ulibus);;CIL X 3780;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-104;-104;Casilinum (Capua);;41.1043193;14.1437103;True;True;68;252078;-104;-1;4816;4459;1;362907;54;p(edes);pedes;ADV;362906;1629538;13341a;13341;21;Latin;C-stem;noun;-;-;-;-;-;plural;M;ACC;-;n-p---ma-;M-acc-pl;foot;BODY;-;pes;pedes;-;pedes;pedes;]nius L(uci) f(ilius) / [---]ius L(uci) f(ilius) / [--- Ho]rtionius Cn(aei) f(ilius) / [--- Eg]natius P(ubli) f(ilius) gla(diarius?) / [---]us Cn(aei) f(ilius) E() / [---]cius M(arci) f(ilius) // A(ulus) Seppius A(uli) f(ilius) / C(aius) Pompilius C(ai) f(ilius) / N(umerius) Rubrius M(arci) f(ilius) / Cn(aeus) Hortionius // Cn(aei) f(ilius) // L(ucius) Annius L(uci) f(ilius) f(aber?)/ C(aius) Obinius Cn(aei) f(ilius) lanio / [heisce magistreis] Cererus murum et / [pluteum long(um) p(edes) X]XII(?) altum XXII faciundum coiraver(unt) / [C(aio) Fl]avio C(ai) f(ilio) C(aio) Mario C(ai) f(ilio) co(n)s(ulibus);;CIL X 3780;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-104;-104;Casilinum (Capua);;41.1043193;14.1437103;True;True;68;252078;-104;-1;1;number
362910;4816;4459;1;362910;57;xxii;xxii;ATR;515201;1629541;-;-;1003;Latin;-;numeral;-;-;-;-;-;-;-;-;-;---------;;-;NUMBER;-;-;-;-;-;-;]nius L(uci) f(ilius) / [---]ius L(uci) f(ilius) / [--- Ho]rtionius Cn(aei) f(ilius) / [--- Eg]natius P(ubli) f(ilius) gla(diarius?) / [---]us Cn(aei) f(ilius) E() / [---]cius M(arci) f(ilius) // A(ulus) Seppius A(uli) f(ilius) / C(aius) Pompilius C(ai) f(ilius) / N(umerius) Rubrius M(arci) f(ilius) / Cn(aeus) Hortionius // Cn(aei) f(ilius) // L(ucius) Annius L(uci) f(ilius) f(aber?)/ C(aius) Obinius Cn(aei) f(ilius) lanio / [heisce magistreis] Cererus murum et / [pluteum long(um) p(edes) X]XII(?) altum XXII faciundum coiraver(unt) / [C(aio) Fl]avio C(ai) f(ilio) C(aio) Mario C(ai) f(ilio) co(n)s(ulibus);;CIL X 3780;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-104;-104;Casilinum (Capua);;41.1043193;14.1437103;True;True;68;252078;-104;-1;4816;4459;1;515201;70;-;;ADV;362909;;;;;;;;;;;;;;;;;;;;;;;;;;;]nius L(uci) f(ilius) / [---]ius L(uci) f(ilius) / [--- Ho]rtionius Cn(aei) f(ilius) / [--- Eg]natius P(ubli) f(ilius) gla(diarius?) / [---]us Cn(aei) f(ilius) E() / [---]cius M(arci) f(ilius) // A(ulus) Seppius A(uli) f(ilius) / C(aius) Pompilius C(ai) f(ilius) / N(umerius) Rubrius M(arci) f(ilius) / Cn(aeus) Hortionius // Cn(aei) f(ilius) // L(ucius) Annius L(uci) f(ilius) f(aber?)/ C(aius) Obinius Cn(aei) f(ilius) lanio / [heisce magistreis] Cererus murum et / [pluteum long(um) p(edes) X]XII(?) altum XXII faciundum coiraver(unt) / [C(aio) Fl]avio C(ai) f(ilio) C(aio) Mario C(ai) f(ilio) co(n)s(ulibus);;CIL X 3780;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-104;-104;Casilinum (Capua);;41.1043193;14.1437103;True;True;68;252078;-104;-1;0;number
362983;4818;4460;1;362983;24;duos;duos;ATR;362982;1629614;12435a;12435;4;Latin;A-stem;adjective;-;-;-;-;-;plural;M;ACC;-;a-p---ma-;M-acc-pl;two;NUMBER;-;duo;duo;-;duo-;duos;] N(umeri) f(ilius)] faber / [---]sius St(ati) f(ilius) / M(arcus) Fisius C(ai) f(ilius) / M(arcus) Baibilius L(uci) f(ilius) // M(arcus) Vivius P(ubli) [f(ilius)] / Ti(berius) Hostiu[s ---] / heisce mag(istreis)] cu[ne]os duos in t(h)eatro faciendos coi[raver(e)] / [;;CIL X 3782;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-108;-105;San Prisco;;41.1043193;14.1437103;True;True;28;252081;-106.5;-1;4818;4460;1;362982;23;cu[ne]os;cuneos;SBJ;362986;1629613;12335a;12335;3;Latin;O-stem;noun;-;-;-;-;-;plural;M;ACC;-;n-p---ma-;M-acc-pl;wedge;-;-;cuneus;cuneos;-;cuneos;cuneos;] N(umeri) f(ilius)] faber / [---]sius St(ati) f(ilius) / M(arcus) Fisius C(ai) f(ilius) / M(arcus) Baibilius L(uci) f(ilius) // M(arcus) Vivius P(ubli) [f(ilius)] / Ti(berius) Hostiu[s ---] / heisce mag(istreis)] cu[ne]os duos in t(h)eatro faciendos coi[raver(e)] / [;;CIL X 3782;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-108;-105;San Prisco;;41.1043193;14.1437103;True;True;28;252081;-106.5;-1;1;number
363408;4836;4464;1;363408;47;ina[ur]ata;inaurata;ATR;363405;1630023;12735a;12735;1;Latin;O-stem;adjective;-;-;-;-;-;singular;N;ACC;-;a-s---na-;N-acc-sg;gilded;-;-;inauratus;inauratum;-;inauratum;inaurata-;L(ucius) Geminius [1 f(ilius) ---]erius M(arci) f(ilius) Ruf(us) C(aius) Tra[s]ius N(umeri) f(ilius) C(aius) Con[sius] L(uci) f(ilius) / M(arcus) Naevius M(arci) [f(ilius) ---] Alfius N(umeri) f(ilius) M(arcus) Amatius [1 f(ilius)] A(ulus) Seius M(arci) f(ilius) P(ublius) Paccius L(uci) f(ilius) / heisce magis[treis pavimentum f]aci[un]dum aedemque reficiundam / columnasq[ue et simulacra pro] columneis ina[ur]ata de stipe Dianai / faciunda coe[raverunt Ser(vio) Sulpi]cio M(arco) Aurelio [c]onsolibus;;CIL X 3935;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-108;-108;Vicus Dianae Tifatinae (Sant'Angelo in Formis);;41.1043193;14.1437103;True;True;57;250254;-108;-1;4836;4464;1;363405;44;simulacra;simulacra;SBJ_CO;363404;1630020;13811a;13811;1;Latin;O-stem;noun;-;-;-;-;-;plural;N;ACC;-;n-p---na-;N-acc-pl;statue;-;-;simulacrum;simulacra;-;simulacra;simulacra;L(ucius) Geminius [1 f(ilius) ---]erius M(arci) f(ilius) Ruf(us) C(aius) Tra[s]ius N(umeri) f(ilius) C(aius) Con[sius] L(uci) f(ilius) / M(arcus) Naevius M(arci) [f(ilius) ---] Alfius N(umeri) f(ilius) M(arcus) Amatius [1 f(ilius)] A(ulus) Seius M(arci) f(ilius) P(ublius) Paccius L(uci) f(ilius) / heisce magis[treis pavimentum f]aci[un]dum aedemque reficiundam / columnasq[ue et simulacra pro] columneis ina[ur]ata de stipe Dianai / faciunda coe[raverunt Ser(vio) Sulpi]cio M(arco) Aurelio [c]onsolibus;;CIL X 3935;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-108;-108;Vicus Dianae Tifatinae (Sant'Angelo in Formis);;41.1043193;14.1437103;True;True;57;250254;-108;-1;1;other
364866;4916;4468;1;364866;19;sac(ra);sacra;ATR;364865;1631447;13664a;13664;35;Latin;O-stem;adjective;-;-;-;-;-;singular;F;ABL;-;a-s---fb-;F-abl-sg;sacred;RELIGION;-;sacer;sacra;-;sacris;sacra-;[---] Calvius P(ubli) f(ilius) P(ubli) n(epos) C(aius) Geminius C(ai) f(ilius) Matei/clus aedem / Castoris Pollucis de s(enatus) / s(ententia) faciendum pequn(ia) sac(ra) coeravere //;;CIL X 6505;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125;-100;Cora (Cori);;41.643711;12.873699;True;True;39;538961;-112.5;-1;4916;4468;1;364865;18;pequn(ia);pequnia;ADV;364864;1631446;13319a;13319;71;Latin;A-stem;noun;-;-;-;-;-;singular;F;ABL;-;n-s---fb-;F-abl-sg;money;ECONOMY;-;pecunia;pecunia;-;pecunia;pequnia;[---] Calvius P(ubli) f(ilius) P(ubli) n(epos) C(aius) Geminius C(ai) f(ilius) Matei/clus aedem / Castoris Pollucis de s(enatus) / s(ententia) faciendum pequn(ia) sac(ra) coeravere //;;CIL X 6505;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125;-100;Cora (Cori);;41.643711;12.873699;True;True;39;538961;-112.5;-1;1;other
364905;4917;4470;1;364905;19;sacr(a);sacra;ATR;364904;1631486;13664a;13664;35;Latin;O-stem;adjective;-;-;-;-;-;singular;F;ABL;-;a-s---fb-;F-abl-sg;sacred;RELIGION;-;sacer;sacra;-;sacris;sacra-;[C(aius) Geminius C(ai) f(ilius) Mateiclus --- Calvius P(ubli) f(ilius) P(ubli) n(epos) aede]m Castori Polluci de s(enatus) s(ententia) fac[i]endam peq(unia) sacr(a) coera[verunt] /;;CIL X 6506;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125;-100;Cora (Cori);;41.643711;12.873699;True;True;39;538962;-112.5;-1;4917;4470;1;364904;18;peq(unia);pequnia;ADV;364903;1631485;13319a;13319;71;Latin;A-stem;noun;-;-;-;-;-;singular;F;ABL;-;n-s---fb-;F-abl-sg;money;ECONOMY;-;pecunia;pecunia;-;pecunia;pequnia;[C(aius) Geminius C(ai) f(ilius) Mateiclus --- Calvius P(ubli) f(ilius) P(ubli) n(epos) aede]m Castori Polluci de s(enatus) s(ententia) fac[i]endam peq(unia) sacr(a) coera[verunt] /;;CIL X 6506;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125;-100;Cora (Cori);;41.643711;12.873699;True;True;39;538962;-112.5;-1;1;other
365492;4940;4477;3;365492;7;xxxiii;xxxiii;ATR;365490;1632028;-;-;1003;Latin;-;numeral;-;-;-;-;-;-;-;-;-;---------;;-;NUMBER;-;-;-;-;-;-;in terram fundamentum est pedes altum XXXIII;;EDCS 20500063;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-150;-101;Ferentino / Ferentinum;;41.6910567;13.1869436;True;True;35;538351;-125.5;-1;4940;4477;3;365490;5;pedes;pedes;ADV;365491;1632026;13341a;13341;21;Latin;C-stem;noun;-;-;-;-;-;plural;M;ACC;-;n-p---ma-;M-acc-pl;foot;BODY;-;pes;pedes;-;pedes;pedes;in terram fundamentum est pedes altum XXXIII;;EDCS 20500063;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-150;-101;Ferentino / Ferentinum;;41.6910567;13.1869436;True;True;35;538351;-125.5;-1;1;number
366149;4982;4479;1;366149;4;tertium;tertium;ATR;366148;1632488;13970a;13970;6;Latin;O-stem;adjective;-;-;-;-;-;singular;N;ACC;-;a-s---na-;N-acc-sg;third;NUMBER;-;tertius;tertium;-;tertium;tertium;P(ublius) Fourius [---] / dic(tator) tertium / Hercoli ea dat / Severo III et Ant[oni]/no Aug(usto) co(n)s(ulibus) / coh(ortes) VI [vigilum;;CIL I² 1428 l. 1-3;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125;-75;Lanuvium (Lanuvio);;41.6701012;12.6929968;True;True;16;255554;-100;-1;4982;4479;1;366148;3;dic(tator);dictator;APOS;366145;1632487;12397a;12397;10;Latin;C-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;dictator;HUMAN;-;dictator;dictator;-;dictator;dictator;P(ublius) Fourius [---] / dic(tator) tertium / Hercoli ea dat / Severo III et Ant[oni]/no Aug(usto) co(n)s(ulibus) / coh(ortes) VI [vigilum;;CIL I² 1428 l. 1-3;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125;-75;Lanuvium (Lanuvio);;41.6701012;12.6929968;True;True;16;255554;-100;-1;1;number
