;Text_ID;Sentence_ID;Sentence_position;Token_ID;Token_position;Token;Token_clean;Relation;Head;Analysis_ID;Lemma;Lemma_simplex;Lemma_frequency;Language;Morphological_type;Part_of_speech;Stem;Tense;Mood;Diathesis;Person;Number;Gender;Case;Category;POS;Tags;Meaning;Meaning_category;Meaning_subcategory;Classical_Latin_equivalent;Classical_Latin_Form;TAM_analysis;Standard_aligned;Form_aligned;Sentence;Section;Reference;Name;Language_(text);Language_family;Language_variety;Script;Date_after;Date_before;Provenance;GeoID;Latitude;Longitude;Finite_verb;Analysable_token;Text_length;Trismegistos_ID;Date;Century;Heads;Siblings;Constituent;Verbal_head;Main_clause;Order;Check;Konneker
144472;2667;3650;1;144472;5;[tru]musijate.i.;trumusijatei;OBJ;144470;1470224.0;14645a;14645;36.0;Venetic;I-stem;adjective;-;-;-;-;-;singular;M;DAT;-;a-s---md-;M-dat-sg;Trumusiatis;PROPER;THEONYM;Trumusiatis;Trumusiati;-;-;-;futto.s. aplisikos. triśiko.s. toler. / [tru]musijate.i. dono.m.;;210 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-299.0;-100.0;Catubrium (Cadore);;46.4267543;12.3678385;True;True;6;218223;-199.5;-2;[144470];[144472];1;fero;1;1;[144472];0
144479;2668;3651;1;144479;5;trumusijatei;trumusijatei;OBJ;144476;1470227.0;14645a;14645;36.0;Venetic;I-stem;adjective;-;-;-;-;-;singular;-;DAT;-;a-s----d-;dat-sg;Trumusiatis;PROPER;THEONYM;Trumusiatis;Trumusiati;-;-;-;o.p.po.s. aplisiko.s. doto dono.m. / trumusijatei;;211 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-299.0;-100.0;Catubrium (Cadore);;46.4267543;12.3678385;True;True;5;218228;-199.5;-2;[144476];[144479];1;do;1;1;[144479];0
144484;2669;3652;1;144484;5;śsaina[t./;ssainat;OBJ;144483;1470255.0;14617a;14617;21.0;Venetic;I-stem;adjective;-;-;-;-;-;singular;F;DAT;-;a-s---fd-;F-dat-sg;Saenatis;PROPER;THEONYM;Saenatis;Saenati;-;-;-;e.s.kaiva liber.tos. a.rs.petija/ko.s. dona[s.t]o śsaina[t./tr -- u]ṣijate.i.;;212 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-299.0;-100.0;Catubrium (Cadore);;46.4267543;12.3678385;True;True;6;218219;-199.5;-2;[144483];[144484];2;dono;1;1;[144484];0
144516;2674;3657;1;144516;7;trvm;trvm;OBJ;144513;1470233.0;14645a;14645;36.0;Venetic;I-stem;adjective;-;-;-;-;-;singular;-;DAT;-;a-s----d-;dat-sg;Trumusiatis;PROPER;THEONYM;Trumusiatis;Trumusiati;-;-;-;V. OLSOMNOS. ENNICEIOS / V. S. L. M. TRVM;;217 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Latin;-199.0;-100.0;Catubrium (Cadore);;46.4267543;12.3678385;True;True;7;217948;-149.5;-1;[144513];[144516];1;solvo;1;1;[144516];0
144527;2676;3659;1;144527;5;trvmsiate.;trvmsiate;OBJ;144529;1470234.0;14645a;14645;36.0;Venetic;I-stem;adjective;-;-;-;-;-;singular;M;DAT;-;a-s---md-;M-dat-sg;Trumusiatis;PROPER;THEONYM;Trumusiatis;Trumusiati;-;-;-;C. ENICONEIO. CATTONICO {V} / TRVMSIATE. V. S. L. M.;;219 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-299.0;-100.0;Catubrium (Cadore);;46.4267543;12.3678385;True;True;9;218278;-199.5;-2;[144529];[144527];1;solvo;1;0;[144527];0
144541;2678;3661;1;144541;5;trvm[vsia]tei.;trvmvsiatei;OBJ;144543;1470236.0;14645a;14645;36.0;Venetic;I-stem;adjective;-;-;-;-;-;singular;-;DAT;-;a-s----d-;dat-sg;Trumusiatis;PROPER;THEONYM;Trumusiatis;Trumusiati;-;-;-;L. APPINIVS. L. F / TRVM[VSIA]TEI. V. S. L. M.;;221 (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Latin;-199.0;-100.0;Catubrium (Cadore);;46.4267543;12.3678385;True;True;9;218040;-149.5;-1;[144543];[144541];1;solvo;1;0;[144541];0
144772;2728;3712;1;144772;4;lo.u.dera.i.;louderai;OBJ;144771;1470575.0;14534a;14534;1.0;Venetic;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Ludera;PROPER;PERSONAL;Ludera;Luderae;-;-;-;/ .e..i.k. go.l.tano.s. doto lo.u.dera.i. kane.i. / .a..e.;;242A (Manuel de la langue Vénète);;Venetic;Indo-European::Italic;Venetic;Venetic;-399.0;-300.0;Catubrium (Cadore);;46.4267543;12.3678385;True;True;6;0;-349.5;-3;[144771];[144772];2;do;1;1;[144772];0
314626;2743;3728;1;314626;1;hoi;hoi;OBJ;314628;1263907.0;12687a;12687;385.0;Latin;IRR;pronoun;-;-;-;-;-;singular;M;DAT;-;p-s---md-;M-dat-sg;this;-;-;hic;huic;-;huic;hoi-;hoi med mitat kauioṣ [--] ṃonios q̣etios d[o]ṇom pro fileod;;CIL I² 2658;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-550.0;-500.0;Tibur (Tivoli);;41.9559229;12.789301;True;True;9;257608;-525.0;-5;[314628];[314626];1;do;1;0;[314626];0
144853;2749;3740;3;144853;3;soc̣[iai];sociai;OBJ;144854;1464704.0;13829a;13829;2.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;girlfriend;HUMAN;-;socia;sociae;-;sociae;sociai;praụ[i]os urnam ⋮ soc̣[iai] p̣orded karai ⋮ /;;1 (Bakkum);;Latin;Indo-European::Italic::Latino-Sabellic;Faliscan;Latin;-599.0;-500.0;Falerii Veteres (Civita Castellana);;42.3041014;12.341356;True;True;25;828906;-549.5;-5;[144854];[144853];2;porded;1;0;[144853];0
146652;3054;4051;1;146652;6;fero(niae);feroniae;OBJ;146660;1464914.0;12524a;12524;15.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Feronia;PROPER;THEONYM;Feronia;Feroniae;-;feroniae;feroniae;P̣esco. Ṣal(uia) / Plaria T. l. / Fero(niae) don(o) // / [q]uod a[f luc(o)] / dedet libes / m(erente) mereto.;;431 (Bakkum);;Latin;Indo-European::Italic::Latino-Sabellic;Faliscan;Latin;-250.0;-200.0;Lucus Feroniae (Santa Marta);;42.129745;12.594708;True;True;14;829240;-225.0;-2;[146660];[146652];1;do;0;0;[146652];0
146695;3058;4055;1;146695;7;feroneai·;feroneai;OBJ;180211;1464910.0;12524a;12524;15.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Feronia;PROPER;THEONYM;Feronia;Feroniae;-;feroniae;feroneai;m· t· u· genucilio· sen· l / feroneai· dedit;;CIL I² 2869 a;;Latin;Indo-European::Italic::Latino-Sabellic;Faliscan;Latin;-225.0;-200.0;Lucus Feroniae (Santa Marta);;42.129745;12.5947077;True;True;8;504212;-212.5;-2;[180211];[146695];1;do;1;0;[146695];0
227586;3069;4068;1;227586;28;i]nperatoribus;inperatoribus;OBJ;227585;1465658.0;12731a;12731;16.0;Latin;C-stem;noun;-;-;-;-;-;plural;M;DAT;-;n-p---md-;M-dat-pl;commander;HUMAN;-;imperator;imperatoribus;-;imperatoribus;inperatoribus;gonlegium· quod· est· aciptum· aetatei· aged[ai] / opiparum· ad· uiitam· quolunda· festosque· dies / quei· soueis· aastuties· opidque· uolgani / gondecorant· saip[i]sume· comuiuia· loidosque / ququei· huc· dederun[t· i]nperat· oribus· summeis / utei· sesed· lubent[is· be]neiouent· optantis;;CIL XI 3078;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-240.0;-150.0;Falerii Veteres (Civita Castellana);;42.3041014;12.3413558;True;True;55;505652;-195.0;-1;[227585];[227586];2;do;1;1;[227586];0
145813;3069;4069;2;145813;1;[di]ouei·;diouei;OBJ_CO;515154;1465571.0;12785a;12785;29.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Jupiter;PROPER;THEONYM;Iuppiter;Iovi;-;-ioui-;diouei;[di]ouei· iunonei· mineruai / falesce· quei· in· Sardinia· sunt / donum· dederunt·;;CIL XI 3078;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-240.0;-150.0;Falerii Veteres (Civita Castellana);;42.3041014;12.3413558;True;True;55;505652;-195.0;-1;[145824];[145813, 145814, 145815];3;do;1;0;[145813, 145814, 145815];0
145845;3149;4155;1;145845;6;[ap]olinei·;apolinei;OBJ;145846;1465482.0;11894a;11894;22.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Apollo;PROPER;THEONYM;Apollo;Apollini;-;apollini-;apol-inei;[. ·u]mpricius· c· f / [ ]aburcus· q· / [ap]olinei· dat;;CIL XI 3073;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-120.0;-50.0;Falerii Novi (Santa Maria di Falleri);;42.2942111;12.3401862;True;True;7;505648;-85.0;0;[145846];[145845];1;do;1;0;[145845];0
232697;3150;4156;1;232697;1;[ter]munib(us);termunibus;OBJ;146542;1465444.0;13961a;13961;2.0;Latin;C-stem;noun;-;-;-;-;-;plural;N;DAT;-;n-p---nd-;N-dat-pl;deity presiding over boundary stone;PROPER;THEONYM;termen;Terminibus;-;terminibus;termunibus;[.]ṃunio recena- / nomesio· m[art]ẹ / d d l m;;377 (Bakkum);;Latin;Indo-European::Italic::Latino-Sabellic;Faliscan / Latin;Latin;-799.0;-50.0;Ponzano;;45.7220856;12.1581293;True;True;8;510690;-424.5;-4;[146542];[232697];2;do;1;0;[232697];0
146615;3175;4182;1;146615;6;mart·;mart;OBJ;146617;1465990.0;12991a;12991;10.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Mars;PROPER;THEONYM;Mars;Marti;-;marti;mart-;mar· popi· st· f· n· mart· d· d· me;;412 (Bakkum);;Latin;Indo-European::Italic::Latino-Sabellic;Faliscan;Latin;-799.0;-50.0;Capena;;42.142672;12.541763;True;True;11;829233;-424.5;-4;[146617];[146615];2;do;1;0;[146615];0
340373;3303;4238;1;340373;12;mercurio;mercurio;OBJ_CO;340374;1607566.0;13030a;13030;13.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Mercury;PROPER;THEONYM;Mercurius;Mercurio;-;mercurio;mercurio;"M(anius) M[arcius ---]ius C(ai) l(ibertus) / M(arcus) Lo[llius ---]us N(umeri) f(ilius) / ma[gistreis Mercurio et Maiae aedem ---] fe]cerunt // ""GR""";;CIL III Suppl. 1 7217;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Greek / Latin;-140.0;-140.0;Delos [find place, place of writing & preservation];;37.3928898;25.2363338;True;True;16;177422;-140.0;-1;[340378];[340373, 340375];2;facio;1;0;[340373, 340375];0
340404;3304;4239;1;340404;26;mircurio;mircurio;OBJ_CO;340405;1607597.0;13030a;13030;13.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Mercury;PROPER;THEONYM;Mercurius;Mercurio;-;mercurio;mircurio;"L(ucius) Oppius L(uci) f(ilius) Min(atus) Staius Ov(i) f(ilius) L(ucius) Vicirius [Ti(beri) f(ilius)] / A(ulus) Plotius M(arci) l(ibertus) C(aius) Sehius C(ai) l(ibertus) C(aius) Claudius C(ai) l(ibertus) / magistres Mircurio et Maia(a) donu(m) d(ederunt) // ""GR""";;CIL III Suppl. 1 7218;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Greek / Latin;-150.0;-125.0;Delos [find place, place of writing & preservation];;37.3928898;25.2363338;True;True;30;177423;-137.5;-1;[340408];[340404, 340406];2;do;1;0;[340404, 340406];0
341234;3341;4242;1;341234;7;palaestrae;palaestrae;OBJ;341235;1608427.0;13274a;13274;1.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;palaestra;BUILDING;-;palaestra;palaestrae;-;palaestrae;palaestrae;L(ucius) Orbius M(arci) f(ilius) Hor(atia) mag(ister) / palaestrae dedit;;CIL I² 715;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-100.0;-100.0;Delos [found & written];;37.3928898;25.2363338;True;True;8;177130;-100.0;-1;[341235];[341234];1;do;1;0;[341234];0
344324;3551;4248;1;344324;4;deiveti;deiveti;OBJ;344325;1611397.0;12413a;12413;1.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Dives;-;-;Dives;diviti;-;diui-ti;deiueti;Gentiles / Magiei / sancto Deiveti / fecere;;EDCS 09700109;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-199.0;-180.0;Luceria (Lucera), near;;41.4571958;15.4810815;True;True;5;244957;-189.5;-1;[344325];[344324];2;facio;1;0;[344324];0
355609;3759;4291;4;355609;9;aratoribus;aratoribus;OBJ;355610;1622496.0;11926a;11926;1.0;Latin;A-stem;noun;-;-;-;-;-;plural;M;DAT;-;n-p---md-;M-dat-pl;farmer;-;-;arator;aratoribus;-;aratoribus;aratoribus;eidemque / primus fecei ut de agro poplico / aratoribus cederent paastores /;;CIL X 6950;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-150.0;-100.0;Forum Popilii (Polla);;40.5139761;15.4639811;True;True;71;512395;-125.0;-1;[355610];[355609];1;cedo;0;0;[355609];0
355809;3775;4298;5;355809;5;sibei;sibei;OBJ;355811;1622696.0;13734a;13734;50.0;Latin;IRR;pronoun;-;-;-;-;-;plural;M;DAT;-;p-p---md-;M-dat-pl;himself;-;-;se;sibi;-;sibi-;sibei;seiques / esent quei sibei deicerent necesus ese Bacanal habere eeis utei ad pr(aitorem) urbanum / Romam venirent deque eeis rebus ubei eorum vtr[b]a audita esent utei senatus / noster decerneret dum ne minus senator(i)bus C adesent (quom e)a res cosoleretur /;;CIL X 104;Senatus consultum de Baccanalibus;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-186.0;-186.0;Tiriolo;;38.9474695;16.4917444;True;True;334;512026;-186.0;-1;[355811];[355809];1;necesse;0;0;[355809];0
356029;3775;4307;14;356029;31;eeis;eeis;OBJ;356032;1622916.0;12758a;12758;1033.0;Latin;IRR;noun;-;-;-;-;-;plural;M;DAT;-;n-p---md-;M-dat-pl;he she it;-;-;is;eis;-;ei-s;eeis;haice utei in coventionid exdeicatis ne minus trinum / noundinum senatuosque sententiam utei scientes esetis eorum / sententia ita fuit sei ques esent quei arvorsum ead fecisent quam suprad / scriptum est eeis rem caputalem faciendam censuere;;CIL X 104;Senatus consultum de Baccanalibus;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-186.0;-186.0;Tiriolo;;38.9474695;16.4917444;True;True;334;512026;-186.0;-1;[356032];[356029];1;facio;0;0;[356029];0
356076;3775;4308;15;356076;44;vobeis;vobeis;OBJ;356078;1622963.0;14285a;14285;13.0;Latin;INDECL;pronoun;-;-;-;-;-;plural;M;DAT;-;p-p---md-;M-dat-pl;you (pl);-;-;vos;vobis;-;uobi-s;uobeis;atque utei / hoce in tabolam ahenam inceideretis ita senatus aiquom censuit / uteique eam figier ioubeatis ubei facilumed gnoscier potisit atque / utei ea Bacanalia sei qua sunt exstrad quam sei quid ibei sacri est / ita utei suprad scriptum est in diebus X quibus vobeis tabelai datai / erunt faciatis utei dismota sient;;CIL X 104;Senatus consultum de Baccanalibus;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-186.0;-186.0;Tiriolo;;38.9474695;16.4917444;True;True;334;512026;-186.0;-1;[356078];[356076];1;do;0;0;[356076];0
356886;3882;4311;1;356886;5;n(umisio);numisio;OBJ;356889;1623768.0;13187a;13187;6.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Numisius;PROPER;THEONYM;Numisius;Numisio;-;numisio;numisio;Mar(aeus) Popi(us?) St(ati) f(ilius) N(umisio) Mart(io) d(onum) d(at) me(rito);;CIL I² 2435;;Latin;Indo-European::Italic::Latino-Sabellic;Faliscan;Latin;-150.0;-100.0;Capena;;42.1386242;12.5124633;True;True;9;0;-125.0;-1;[356889];[356886];2;do;1;0;[356886];0
362178;4799;4442;1;362178;55;iovei;iovei;OBJ;362190;1628809.0;12785a;12785;29.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Jupiter;PROPER;THEONYM;Iuppiter;Iovi;-;ioui-;iouei;L(ucius) Quincti(us) L(uci) f(ilius) Gela(sinus?) L(ucius) Iu(v)enti(us) L(uci) f(ilius) Ruf(us) / C(aius) Tittius C(ai) f(ilius) C(aius) Helvius N(umeri) f(ilius) / L(ucius) Helvius L(uci) f(ilius) C(aius) Helvius N(umeri) f(ilius) Gero / P(ublius) Plinius M(arci) f(ilius) Q(uintus) Matuius Q(uinti) f(ilius) / C(aius) Paccius Cn(aei) f(ilius) M(arcus) Mamius M(ani) f(ilius) / C(aius) Sattius C(ai) f(ilius) P(ublius) Statius P(ubli) f(ilius) Stag(on) / heisce magistrei Iovei Optumo / Max{s}umo murum coniungendum / et peilam faciendam et t(h)eatrum / terra exaggerandum locavere /;;CIL I² 2944;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-108.0;-108.0;Capua (Santa Maria Capua Vetere);;41.1043193;14.1437103;True;True;77;250187;-108.0;-1;[362190];[362178];3;loco;1;0;[362178];0
362254;4800;4444;1;362254;55;iov[ei];iovei;OBJ;362266;1628885.0;12785a;12785;29.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Jupiter;PROPER;THEONYM;Iuppiter;Iovi;-;ioui-;iouei;[L(ucius) Iu(v)]entius L(uci) f(ilius) Ruf(us) L(ucius) Quincti(us) L(uci) f(ilius) Gel[a(sinus?)] / [C(aius) T]ittius C(ai) f(ilius) C(aius) Helvius N(umeri) f(ilius) / [L(ucius)] Helvius L(uci) f(ilius) C(aius) Helvius N(umeri) f(ilius) Gero / P(ublius) Plinius M(arci) f(ilius) Q(uintus) Matuius Q(uinti) f(ilius) / C(aius) Paccius Cn(aei) f(ilius) M(arcus) Mamius M(ani) f(ilius) / C(aius) Sattius C(ai) f(ilius) [P(ublius)] Statius P(ubli) f(ilius) Stag(o) / [h]eisce mag[istrei] Iov[ei] Optumo / Max{s}umo m[u]ru[m] coniun[g]endu[m] / [[[et peilam faciendam] et teatrum]] / [[[terra exaggerand]um locavere]];;CIL I² 2945;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-108.0;-108.0;Capua (Santa Maria Capua Vetere);;41.1043193;14.1437103;True;True;77;250256;-108.0;-1;[362266];[362254];3;loco;1;0;[362254];0
362413;4802;4447;1;362413;102;castori;castori;OBJ_CO;362416;1629044.0;12142a;12142;11.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Castor;PROPER;THEONYM;Castor;Castori;-;castori;castori;L(ucius) Veicius L(uci) f(ilius) / L(ucius) Fulvius Q(uinti) f(ilius) / M(arcus) Curtius C(ai) f(ilius) / L(ucius) Fuficius L(uci) f(ilius) / N(umerius) Arrius A(uli) f(ilius) / N(umerius) Spurius D(ecimi) f(ilius) / T(itus) Pescennius T(iti) f(ilius) / M(arcus) Annius L(uci) f(ilius) / Q(uintus) Hostius Q(uinti) f(ilius) / C(aius) Lucretius C(ai) f(ilius) / Ti(berius) Asicius Ti(beri) f(ilius) / P(ublius) Suesanus M(arci) f(ilius) // P(ublius) Baebius N(umeri) l(ibertus) aerari(us) / C(aius) Cossutius C(ai) l(ibertus) Gent(ius) / A(ulus) Fulvius Fulviai(!) l(ibertus) / L(ucius) Flavius Q(uinti) l(ibertus) / P(ublius) Cipius Cn(aei) l(ibertus) / L(ucius) Nerius M(arci) l(ibertus) / Cn(aeus) Pescennius L(uci) l(ibertus) / P(ublius) Nerius P(ubli) l(ibertus) / C(aius) Cipius C(ai) l(ibertus) Pera / C(aius) Nerius M(arci) l(ibertus) / P(ublius) Caesius M(arci) l(ibertus) / P(ublius) Servius N(umeri) l(ibertus) purpur(arius) // Mag(istri) Castori et Polluci et Mercu[rio] Felici fornicem et / gradus supra fornicem omnis et [cluac]as(?) sequndum / fornicem faciend(um) coer(averunt);;CIL I² 2947;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-105.0;-105.0;Capua (Santa Maria Capua Vetere);;41.1043193;14.1437103;True;True;128;250257;-105.0;-1;[362430];[362413, 362415, 362417];4;curo;1;0;[362413, 362415, 362417];0
362626;4812;4452;1;362626;34;spei;spei;OBJ_CO;515191;1629257.0;13849a;13849;2.0;Latin;E-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;hope;-;-;spes;Spei;-;spei;spei;V(ivus) f(ecit) / [--- C]orn[e]li(us) L(uci) f(ilius) cori(arius) / [---] Nerius M(arci) f(ilius) // [--- O]ffelius M(arci) f(ilius) sc(utarius?) / C(aius) Maius N(umeri) f(ilius) / M(arcus) Vibius M(arci) f(ilius) ru(diarius?) / L(ucius) Pomponi(us) L(uci) f(ilius) f() / L(ucius) Olienus L(uci) f(ilius) / [he]isc(e) mag(istris) Spei Fidei Fortunae mur[um] / faciundu(m) coiravere M(arco) Minu[cio] / S(purio) Postumio co(n)s(ulibus);;CIL X 3775;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-110.0;-110.0;Casilinum (Capua);;41.1043193;14.1437103;True;True;44;251524;-110.0;-1;[362631];[362626, 362627, 362628];3;curo;1;0;[362626, 362627, 362628];0
362753;4814;4455;1;362753;52;castori;castori;OBJ_CO;362754;1629384.0;12142a;12142;11.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Castor;PROPER;THEONYM;Castor;Castori;-;castori;castori;T(itus) Iunius N(umeri) f(ilius) / C(aius) Numolei(us) Cn(aei) f(ilius) / M(arcus) Fisius M(arci) f(ilius) / M(arcus) Fufius L(uci) f(ilius) / C(aius) Tittius C(ai) f(ilius) / Q(uintus) Monnius N(umeri) f(ilius) // D(ecimus) Rosci(us) Q(uinti) l(ibertus) lin[t]io / D(ecimus) Iteius Cn(aei) l(ibertus) / M(arcus) Valerius M(arci) l(ibertus) / Q(uintus) Fulvius Fulviae l(ibertus) / P(ublius) Pactumeius C(ai) l(ibertus) / L(ucius) Pomponius C(ai) l(ibertus) / heisce magistrei Castori et / Polluci murum et pluteum faciundu(m) / coeravere;;CIL X 3778;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-106.0;-106.0;Capua (Santa Maria Capua Vetere);;41.1043193;14.1437103;True;True;68;252007;-106.0;-1;[362760];[362753, 362755];2;curo;1;0;[362753, 362755];0
364898;4917;4470;1;364898;12;castori;castori;OBJ_CO;515211;1631479.0;12142a;12142;11.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Castor;PROPER;THEONYM;Castor;Castori;-;castori;castori;[C(aius) Geminius C(ai) f(ilius) Mateiclus --- Calvius P(ubli) f(ilius) P(ubli) n(epos) aede]m Castori Polluci de s(enatus) s(ententia) fac[i]endam peq(unia) sacr(a) coera[verunt] /;;CIL X 6506;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538962;-112.5;-1;[364903];[364898, 364899];2;facio;0;0;[364898, 364899];0
366150;4982;4479;1;366150;5;hercoli;hercoli;OBJ;366152;1632489.0;12670a;12670;50.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Hercules;PROPER;THEONYM;Hercules;Herculi;-;herculi;hercoli;P(ublius) Fourius [---] / dic(tator) tertium / Hercoli ea dat / Severo III et Ant[oni]/no Aug(usto) co(n)s(ulibus) / coh(ortes) VI [vigilum;;CIL I² 1428 l. 1-3;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-75.0;Lanuvium (Lanuvio);;41.6701012;12.6929968;True;True;16;255554;-100.0;-1;[366152];[366150];1;do;1;0;[366150];0
368128;5125;4482;1;368128;5;dianae;dianae;OBJ;368127;1634397.0;12392a;12392;16.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Diana;PROPER;THEONYM;Diana;Dianae;-;dianae;dianae;C(aius) B[---] Attalu[s de]dit Dianae donum;;CIL I² p. 1001 ad no. 1516 descr.;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-150.0;-100.0;Norba (Norma);;41.5868543;12.9565249;True;True;6;249710;-125.0;-1;[368127];[368128];1;do;1;1;[368128];0
368609;5231;4492;1;368609;3;[fort(unae);fortunae;OBJ;368612;1634721.0;12567a;12567;28.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Fortune;PROPER;THEONYM;Fortuna;Fortunae;-;fortunae;fortunae;[Colleg(ium) full]onum / [Fort(unae) Prim(igeniae) d(onum)] d(at);;CIL I² 1456;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Praeneste (Palestrina);;41.828064;12.8097669;True;True;17;257898;-112.5;-1;[368612];[368609];2;do;1;0;[368609];0
368864;5292;4495;1;368864;8;fortunai;fortunai;OBJ;368862;1634795.0;12567a;12567;28.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Fortune;PROPER;THEONYM;Fortuna;Fortunae;-;fortunae;fortunai;] C(aius) Saufeius C(ai) f(ilius) q(uaestores) / [faci(undum) coirav]ere Fortunai;;CIL I² 3044;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-150.0;-120.0;Praeneste (Palestrina);;41.828064;12.8097669;True;True;8;257812;-135.0;-1;[368862];[368864];1;facio;0;1;[368864];0
369278;5338;4501;1;369278;1;apolon[e;apolone;OBJ;369283;1635179.0;11894a;11894;22.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;DAT;-;n-s---md-;M-dat-sg;Apollo;PROPER;THEONYM;Apollo;Apollini;-;apollini;apol-one;Apolon[e ---] / Metilio(s) [---] / magistere(s) / coravero(nt) / caniciolst/riando(?) / [;;CIL XIV 2847;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-180.0;-150.0;Praeneste (Palestrina);;41.828064;12.8097669;True;True;8;544789;-165.0;-1;[369283];[369278];1;curo;1;0;[369278];0
369349;5343;4502;1;369349;2;f(ortunae);fortunae;OBJ;369352;1635231.0;12567a;12567;28.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Fortune;PROPER;THEONYM;Fortuna;Fortunae;-;fortunae;fortunae;Fabres F(ortunae) P(rimigeniae) d(onum) [d(ant)];;CIL XIV 2876;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Praeneste (Palestrina);;41.828064;12.8097669;True;True;5;255971;-112.5;-1;[369352];[369349];2;do;1;0;[369349];0
