;Text_ID;Sentence_ID;Sentence_position;Token_ID;Token_position;Token;Token_clean;Relation;Head;Analysis_ID;Lemma;Lemma_simplex;Lemma_frequency;Language;Morphological_type;Part_of_speech;Stem;Tense;Mood;Diathesis;Person;Number;Gender;Case;Category;POS;Tags;Meaning;Meaning_category;Meaning_subcategory;Classical_Latin_equivalent;Classical_Latin_Form;TAM_analysis;Standard_aligned;Form_aligned;Sentence;Section;Reference;Name;Language_(text);Language_family;Language_variety;Script;Date_after;Date_before;Provenance;GeoID;Latitude;Longitude;Finite_verb;Analysable_token;Text_length;Trismegistos_ID;Date;Century;Text_ID_head;Sentence_ID_head;Sentence_position_head;Token_ID_head;Token_position_head;Token_head;Token_clean_head;Relation_head;Head_head;Analysis_ID_head;Lemma_head;Lemma_simplex_head;Lemma_frequency_head;Language_head;Morphological_type_head;Part_of_speech_head;Stem_head;Tense_head;Mood_head;Diathesis_head;Person_head;Number_head;Gender_head;Case_head;Category_head;POS_head;Tags_head;Meaning_head;Meaning_category_head;Meaning_subcategory_head;Classical_Latin_equivalent_head;Classical_Latin_Form_head;TAM_analysis_head;Standard_aligned_head;Form_aligned_head;Sentence_head;Section_head;Reference_head;Name_head;Language_(text)_head;Language_family_head;Language_variety_head;Script_head;Date_after_head;Date_before_head;Provenance_head;GeoID_head;Latitude_head;Longitude_head;Finite_verb_head;Analysable_token_head;Text_length_head;Trismegistos_ID_head;Date_head;Century_head;Order
159690;995;1745;676;159690;22;erar.;erar;ATR;159691;205345.0;10398a;10398;114.0;Umbrian;IRR;pronoun;-;-;-;-;-;singular;F;GEN;-;p-s---fg-;F-gen-sg;it;-;-;is;eius;-;eysaas;e-ra-r;49 tursa. iouia. futu. fons / 50 pacer. pase. tua. pople. totar. iouinar. tote. iouine. erar. nerus. śihitir. anśihitir. iouies. hostatir. anhostatir. erom / 51 nomne. erar. nomne.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;995;1745;676;159691;23;nomne.;nomne;ADV_CO;320044;205346.0;10930a;10930;99.0;Umbrian;C-stem;noun;-;-;-;-;-;singular;N;DAT;-;n-s---nd-;N-dat-sg;name;-;-;nomen;nomini;-;noomeney;no-m-ne-;49 tursa. iouia. futu. fons / 50 pacer. pase. tua. pople. totar. iouinar. tote. iouine. erar. nerus. śihitir. anśihitir. iouies. hostatir. anhostatir. erom / 51 nomne. erar. nomne.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;0
159697;995;1747;678;159697;3;peracrio.;peracrio;ATR;159698;205352.0;11084a;11084;22.0;Umbrian;I-stem;noun;-;-;-;-;-;plural;M/N;GEN;B;n-p---mg-;M-gen-pl;perfect;-;-;opimus;opimorum;(56a) Use of imperative II in a ritual context.;perakryoom;peracrio--;51 enom. iuenga. peracrio. tursituto. porse. perca. arsmatia. habiest. et / 52 prinuatur.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;995;1747;678;159698;4;tursituto.;tursituto;PRED;0;205353.0;11548a;11548;6.0;Umbrian;E-stem;verb;present;-;imperative;active;C;plural;-;-;B;v3pfma---;fut-impr-3-pl;chase away/chase;-;-;terreo;terrento;-;torseetootaa;tursi-tu-to-;51 enom. iuenga. peracrio. tursituto. porse. perca. arsmatia. habiest. et / 52 prinuatur.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;0
159707;995;1748;679;159707;3;sehemeniar.;sehemeniar;ATR;159706;205362.0;11364a;11364;5.0;Umbrian;A-stem;adjective;-;-;-;-;-;singular;F;GEN;-;a-s---fg-;F-gen-sg;Semonia;PROPER;CALENDAR?;Semonia;Semoniae;-;seemenyaas;sehmenia-r;52 hondra. furo. sehemeniar. hatuto. totar. pisi. heriest.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;995;1748;679;159706;2;furo.;furo;ADV;159705;205361.0;10465a;10465;2.0;Umbrian;O-stem;noun;-;-;-;-;-;singular;N;ACC;-;n-s---na-;N-acc-sg;forum;GEOGRAPHY;-;forum;forum;-;forom;furu-;52 hondra. furo. sehemeniar. hatuto. totar. pisi. heriest.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;1
159709;995;1748;679;159709;5;totar.;totar;ATR;159710;205364.0;11551a;11551;139.0;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;GEN;-;n-s---fg-;F-gen-sg;state;POLITICS;-;populus;populi;-;towtaas;to-ta-r;52 hondra. furo. sehemeniar. hatuto. totar. pisi. heriest.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;995;1748;679;159710;6;pisi.;pisi;SBJ;159711;205365.0;11127a;11127;16.0;Umbrian;IRR;pronoun;-;-;-;-;-;singular;M;NOM;-;p-s---mn-;M-nom-sg;whoever;-;-;quis;quis;-;pisi;pisi;52 hondra. furo. sehemeniar. hatuto. totar. pisi. heriest.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;0
159722;995;1749;680;159722;12;totar.;totar;ATR;159721;205377.0;11551a;11551;139.0;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;GEN;-;n-s---fg-;F-gen-sg;state;POLITICS;-;populus;populi;-;towtaas;to-ta-r;52 pafe. trif. promom. haburent. eaf. acersoniem / 53 fetu. turse. iouie. popluper. totar. iiouinar. totaper. iouina.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;995;1749;680;159721;10;poplu;poplu;ADV_CO;148444;205376.0;11200a;11200;37.0;Umbrian;O-stem;noun;-;-;-;-;-;singular;M;ABL;-;n-s---mb-;M-abl-sg;people;POLITICS;-;populus;populo;-;popolood;pop-lu--;52 pafe. trif. promom. haburent. eaf. acersoniem / 53 fetu. turse. iouie. popluper. totar. iiouinar. totaper. iouina.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;1
159723;995;1749;680;159723;13;iiouinar.;iiouinar;ATR;159722;205378.0;10562a;10562;136.0;Umbrian;O-stem;adjective;-;-;-;-;-;singular;F;GEN;-;a-s---fg-;F-gen-sg;Iguvine;PROPER;TOPONYM;Iguvinus;Iguvinae;-;iiguwiinaas;i-ioui-na-r;52 pafe. trif. promom. haburent. eaf. acersoniem / 53 fetu. turse. iouie. popluper. totar. iiouinar. totaper. iouina.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;995;1749;680;159722;12;totar.;totar;ATR;159721;205377.0;11551a;11551;139.0;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;GEN;-;n-s---fg-;F-gen-sg;state;POLITICS;-;populus;populi;-;towtaas;to-ta-r;52 pafe. trif. promom. haburent. eaf. acersoniem / 53 fetu. turse. iouie. popluper. totar. iiouinar. totaper. iouina.;Table 7a (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;1
159758;995;1756;687;159758;13;atiersio.;atiersio;ATR;159757;205413.0;10170a;10170;24.0;Umbrian;YO-stem;adjective;-;-;-;-;-;plural;M;GEN;-;a-p---mg-;M-gen-pl;Atiedian;PROPER;PERSONAL;Atiedius;Atiediorum;-;atied-yoom;atiersio--;1 pisi. panupei. fratrexs. fratrus atiersier. fust erec. sueso. fratrecate. portaia. seuacne. fratrom. / 2 atiersio. desenduf. pifi. reper. fratreca. pars est. erom. ehiato. ponne. iuengar. tursiandu. hertei / 3 appei. arfertur. atiersir. poplom. andersafust.;Table 7b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;995;1756;687;159757;12;fratrom.;fratrom;ADV;159755;205412.0;10469a;10469;23.0;Umbrian;C-stem;noun;-;-;-;-;-;plural;M;GEN;-;n-p---mg-;M-gen-pl;brother;RELATION;-;frater;fratrum;-;fraatroom;fra-tro-m;1 pisi. panupei. fratrexs. fratrus atiersier. fust erec. sueso. fratrecate. portaia. seuacne. fratrom. / 2 atiersio. desenduf. pifi. reper. fratreca. pars est. erom. ehiato. ponne. iuengar. tursiandu. hertei / 3 appei. arfertur. atiersir. poplom. andersafust.;Table 7b (Latin alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-100;-150;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-125.0;-1;1
152335;1007;1769;1;152335;2;titieis·;titieis;ATR;152334;197990.0;11541a;11541;2.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Titius;PROPER;PERSONAL;Titius;Titi;-;titieys;titieis;c· titieis· esu;;Anagnia 14 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Latin;-299.0;-275.0;Anagnia (Anagni);14431.0;41.742213;13.158962;True;True;3;170263;-287.0;-2;1007;1769;1;152334;1;c·;c;PNOM;152336;197989.0;10488a;10488;59.0;Oscan;-;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Gaius;PROPER;PERSONAL;Gaius;Gai;-;k?;c-;c· titieis· esu;;Anagnia 14 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Latin;-299.0;-275.0;Anagnia (Anagni);14431.0;41.742213;13.158962;True;True;3;170263;-287.0;-2;1
152911;1023;1785;1;152911;3;beriieis⁝;beriieis;ATR;152912;198566.0;10231a;10231;5.0;Oscan;IYO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Berius;PROPER;PERSONAL;Berius;Beri;-;beriyeys;beriieis;vibieisen⁝ beriieis⁝ anei⁝ upsatuh⁝ sent: tiianei:;;Teanum Sidicinium 26 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-325.0;-275.0;Teanum Sidicinum (Teano);14439.0;41.248206;14.072625;True;True;7;170397;-300.0;-3;1023;1785;1;152912;4;anei⁝;anei;ADV;152910;198567.0;10105a;10105;5.0;Oscan;O-stem;noun;-;-;-;-;-;singular;M/N;LOC;-;n-s---m--;M-sg;workplace;BUILDING;-;officina;in officina;-;aaney;an-ei;vibieisen⁝ beriieis⁝ anei⁝ upsatuh⁝ sent: tiianei:;;Teanum Sidicinium 26 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-325.0;-275.0;Teanum Sidicinum (Teano);14439.0;41.248206;14.072625;True;True;7;170397;-300.0;-3;0
153887;1036;1802;1;153887;3;g(aavieís);gaavieis;ATR;153885;199542.0;10492a;10492;19.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Gaius;PROPER;PERSONAL;Gaius;Gai;-;gaawyeys;gaavieís;stenis· kalaviis· g(aavieís) / anagtiai· diíviiai· / dunum· deded·;;Bouianum or Saepinum not Aesernia 1 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-325.0;-275.0;Bovianum (Bojano) (?);14466.0;41.48673;14.473913;True;True;7;170676;-300.0;-3;1036;1802;1;153885;1;stenis·;stenis;SBJ;153891;199540.0;11450a;11450;14.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;Stenius;PROPER;PERSONAL;Stenius;Stenius;-;stenyos;steni-s;stenis· kalaviis· g(aavieís) / anagtiai· diíviiai· / dunum· deded·;;Bouianum or Saepinum not Aesernia 1 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-325.0;-275.0;Bovianum (Bojano) (?);14466.0;41.48673;14.473913;True;True;7;170676;-300.0;-3;1
154128;1039;1805;1;154128;1;maraheis:;maraheis;ATR;154129;199783.0;10818a;10818;46.0;Oscan;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Maras;PROPER;PERSONAL;Maras;Marai;-;mara-eys;maraheis;- maraheis: úpfalliu: ekik⁝ dikked:;;Bouianum 93 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-325.0;-275.0;Colle d'Anchise;32806.0;41.5058262;14.5080737;True;True;4;170769;-300.0;-3;1039;1805;1;154129;2;úpfalliu:;upfalliu;SBJ;154131;199784.0;10990a;10990;1.0;Oscan;A-stem;noun;-;-;-;-;-;singular;F;NOM;-;n-s---fn-;F-nom-sg;Ofellia;PROPER;PERSONAL;Ofellia;Ofellia;-;opfal-yaa;úpfalliu-;- maraheis: úpfalliu: ekik⁝ dikked:;;Bouianum 93 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-325.0;-275.0;Colle d'Anchise;32806.0;41.5058262;14.5080737;True;True;4;170769;-300.0;-3;0
154640;1041;1807;1;154640;2;[---]-ι̣ /- εϲ;ies;ATR;154639;200295.0;-;-;985.0;Oscan;IYO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;?ius;PROPER;PERSONAL;-;-;-;?iyos;-ιε-ϲ;[ϲ]τ̣ατ̣[ι]ϲ [---]-ι̣ /- εϲ ιουfηι [--]-[.1]α /- ναρηι α̣ν̣[α]fεδ / βρατηιϲ δαταϲ /;;Paestum 1 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Greek;-325.0;-275.0;Paestum (Capaccio);14483.0;40.4186665;15.0050805;True;True;8;170924;-300.0;-3;1041;1807;1;154639;1;[ϲ]τ̣ατ̣[ι]ϲ;statis;SBJ;154644;200294.0;11446a;11446;25.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;Statius;PROPER;PERSONAL;Statius;Statius;-;statyos;ϲτατι-ϲ;[ϲ]τ̣ατ̣[ι]ϲ [---]-ι̣ /- εϲ ιουfηι [--]-[.1]α /- ναρηι α̣ν̣[α]fεδ / βρατηιϲ δαταϲ /;;Paestum 1 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Greek;-325.0;-275.0;Paestum (Capaccio);14483.0;40.4186665;15.0050805;True;True;8;170924;-300.0;-3;1
154646;1041;1807;1;154646;8;δαταϲ;datas;ATR;154645;200301.0;10297a;10297;43.0;Oscan;thematic;verb;PPP;past;participle;passive;-;singular;F;GEN;-;v-srppfg-;perf-part-pass-F-gen-sg;give/grant;-;-;do;datae;(65) Perfect participle;dataas;δατα-ϲ;[ϲ]τ̣ατ̣[ι]ϲ [---]-ι̣ /- εϲ ιουfηι [--]-[.1]α /- ναρηι α̣ν̣[α]fεδ / βρατηιϲ δαταϲ /;;Paestum 1 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Greek;-325.0;-275.0;Paestum (Capaccio);14483.0;40.4186665;15.0050805;True;True;8;170924;-300.0;-3;1041;1807;1;154645;7;βρατηιϲ;brateis;ADV;154644;200300.0;10248a;10248;17.0;Oscan;C-stem;noun;-;-;-;-;-;singular;F;GEN;-;n-s---fg-;F-gen-sg;favour;-;-;gratia;gratiae;-;braateys;βρα-τηιϲ;[ϲ]τ̣ατ̣[ι]ϲ [---]-ι̣ /- εϲ ιουfηι [--]-[.1]α /- ναρηι α̣ν̣[α]fεδ / βρατηιϲ δαταϲ /;;Paestum 1 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Greek;-325.0;-275.0;Paestum (Capaccio);14483.0;40.4186665;15.0050805;True;True;8;170924;-300.0;-3;1
154747;1045;1811;1;154747;4;ϲε[νατηιϲ;senateis;ATR;154748;200402.0;11367a;11367;14.0;Oscan;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;senate;POLITICS;-;senatus;senati;-;senaateys;ϲενα-τηιϲ;[---]-[---] / [---]υ̣ϝι εκϲ /λεκ/ ϲε[νατηιϲ ταν] /- [γιν]ο<δ> ατfαματτεν[ϲ][---];;Cosilinum 1 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Greek;-325.0;-275.0;Cosilinum (Padula);14490.0;40.39484;15.592337;True;True;6;170940;-300.0;-3;1045;1811;1;154748;5;ταν][γιν]ο<δ>;tanginod;ADV;154749;200403.0;11499a;11499;25.0;Oscan;C-stem;noun;-;-;-;-;-;singular;F;ABL;-;n-s---fb-;F-abl-sg;decision;-;-;sententia;sententia;-;tangyonood;τανγι-νο-δ;[---]-[---] / [---]υ̣ϝι εκϲ /λεκ/ ϲε[νατηιϲ ταν] /- [γιν]ο<δ> ατfαματτεν[ϲ][---];;Cosilinum 1 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Greek;-325.0;-275.0;Cosilinum (Padula);14490.0;40.39484;15.592337;True;True;6;170940;-300.0;-3;0
152307;1061;1833;5;152307;2;se:;se;ATR;152306;197962.0;-;-;416.0;Umbrian;-;noun;-;-;-;-;-;singular;M;GEN;A;n-s---mg-;M-gen-sg;Se?;PROPER;PERSONAL;-;-;(39a) Use of present stem subjunctive I to express a directive.;se;se;ec: se: cosuties: ma: ca: tafanies: medix: sistiatiens -;;Velitrae 1 (Imagines Italicae);Tabula Veliterna;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Volscian;Latin;-299.0;-250.0;Velitrae (Velletri);14429.0;41.687426;12.77721;True;True;32;170249;-274.5;-2;1061;1833;5;152306;1;ec:;ec;SBJ_CO;152309;197961.0;10340a;10340;1.0;Umbrian;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;Egnatus;PROPER;PERSONAL;Egnatus;Egnatus;-;eg;ec;ec: se: cosuties: ma: ca: tafanies: medix: sistiatiens -;;Velitrae 1 (Imagines Italicae);Tabula Veliterna;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Volscian;Latin;-299.0;-250.0;Velitrae (Velletri);14429.0;41.687426;12.77721;True;True;32;170249;-274.5;-2;1
152470;1062;1834;1;152470;1;ṃinieís·;minieis;ATR;152475;198125.0;10881a;10881;26.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Minius;PROPER;PERSONAL;Minius;Mini;-;minyeys;minieís;ṃinieís· kaísillieís· minateís· ner(trak) / ekas· iuvilas· iuveí· flagiuí / stahint / / / ekas: iúvilas· iuveí· flagiuí· stahínt / minnieís kaísillieís· minateís· ner(trak);;Capua 20 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;18;170302;-274.5;-2;1062;1834;1;152475;6;iuvilas·;iuvilas;SBJ;152478;198130.0;10327a;10327;13.0;Oscan;A-stem;noun;-;-;-;-;-;plural;F;NOM;-;n-p---fn-;F-nom-pl;Iuvila;RELIGION;-;Iuvila;Iuvilae;-;dyowyelaas;i-uv-ila-s;ṃinieís· kaísillieís· minateís· ner(trak) / ekas· iuvilas· iuveí· flagiuí / stahint / / / ekas: iúvilas· iuveí· flagiuí· stahínt / minnieís kaísillieís· minateís· ner(trak);;Capua 20 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;18;170302;-274.5;-2;0
152471;1062;1834;1;152471;2;kaísillieís·;kaisillieis;ATR;152470;198126.0;10636a;10636;2.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Caesillius;PROPER;PERSONAL;Caesillius;Caesilli;-;kaysillyeys;kaísillieís;ṃinieís· kaísillieís· minateís· ner(trak) / ekas· iuvilas· iuveí· flagiuí / stahint / / / ekas: iúvilas· iuveí· flagiuí· stahínt / minnieís kaísillieís· minateís· ner(trak);;Capua 20 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;18;170302;-274.5;-2;1062;1834;1;152470;1;ṃinieís·;minieis;ATR;152475;198125.0;10881a;10881;26.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Minius;PROPER;PERSONAL;Minius;Mini;-;minyeys;minieís;ṃinieís· kaísillieís· minateís· ner(trak) / ekas· iuvilas· iuveí· flagiuí / stahint / / / ekas: iúvilas· iuveí· flagiuí· stahínt / minnieís kaísillieís· minateís· ner(trak);;Capua 20 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;18;170302;-274.5;-2;1
152472;1062;1834;1;152472;3;minateís·;minateis;ATR;152470;198127.0;10873a;10873;15.0;Oscan;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Minatus;PROPER;PERSONAL;Minatus;Minati;-;minaateys;mina-teís;ṃinieís· kaísillieís· minateís· ner(trak) / ekas· iuvilas· iuveí· flagiuí / stahint / / / ekas: iúvilas· iuveí· flagiuí· stahínt / minnieís kaísillieís· minateís· ner(trak);;Capua 20 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;18;170302;-274.5;-2;1062;1834;1;152470;1;ṃinieís·;minieis;ATR;152475;198125.0;10881a;10881;26.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Minius;PROPER;PERSONAL;Minius;Mini;-;minyeys;minieís;ṃinieís· kaísillieís· minateís· ner(trak) / ekas· iuvilas· iuveí· flagiuí / stahint / / / ekas: iúvilas· iuveí· flagiuí· stahínt / minnieís kaísillieís· minateís· ner(trak);;Capua 20 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;18;170302;-274.5;-2;1
152485;1062;1835;2;152485;7;kaísillieís·;kaisillieis;ATR;152484;198140.0;10636a;10636;2.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Caesillius;PROPER;PERSONAL;Caesillius;Caesilli;-;kaysillyeys;kaísillieís;ṃinieís· kaísillieís· minateís· ner(trak) / ekas· iuvilas· iuveí· flagiuí / stahint / / / ekas: iúvilas· iuveí· flagiuí· stahínt / minnieís kaísillieís· minateís· ner(trak);;Capua 20 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;18;170302;-274.5;-2;1062;1835;2;152484;6;minnieís;minnieis;ATR;152480;198139.0;10881a;10881;26.0;Oscan;-;noun;-;-;-;-;-;-;-;-;-;n--------;;Minius;PROPER;PERSONAL;Minius;Minie;-;min-yeys;minnieís;ṃinieís· kaísillieís· minateís· ner(trak) / ekas· iuvilas· iuveí· flagiuí / stahint / / / ekas: iúvilas· iuveí· flagiuí· stahínt / minnieís kaísillieís· minateís· ner(trak);;Capua 20 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;18;170302;-274.5;-2;1
152486;1062;1835;2;152486;8;minateís·;minateis;ATR;152484;198141.0;10873a;10873;15.0;Oscan;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Minatus;PROPER;PERSONAL;Minatus;Minati;-;minaateys;mina-teís;ṃinieís· kaísillieís· minateís· ner(trak) / ekas· iuvilas· iuveí· flagiuí / stahint / / / ekas: iúvilas· iuveí· flagiuí· stahínt / minnieís kaísillieís· minateís· ner(trak);;Capua 20 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;18;170302;-274.5;-2;1062;1835;2;152484;6;minnieís;minnieis;ATR;152480;198139.0;10881a;10881;26.0;Oscan;-;noun;-;-;-;-;-;-;-;-;-;n--------;;Minius;PROPER;PERSONAL;Minius;Minie;-;min-yeys;minnieís;ṃinieís· kaísillieís· minateís· ner(trak) / ekas· iuvilas· iuveí· flagiuí / stahint / / / ekas: iúvilas· iuveí· flagiuí· stahínt / minnieís kaísillieís· minateís· ner(trak);;Capua 20 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;18;170302;-274.5;-2;1
