;Text_ID;Sentence_ID;Sentence_position;Token_ID;Token_position;Token;Token_clean;Relation;Head;Analysis_ID;Lemma;Lemma_simplex;Lemma_frequency;Language;Morphological_type;Part_of_speech;Stem;Tense;Mood;Diathesis;Person;Number;Gender;Case;Category;POS;Tags;Meaning;Meaning_category;Meaning_subcategory;Classical_Latin_equivalent;Classical_Latin_Form;TAM_analysis;Standard_aligned;Form_aligned;Sentence;Section;Reference;Name;Language_(text);Language_family;Language_variety;Script;Date_after;Date_before;Provenance;GeoID;Latitude;Longitude;Finite_verb;Analysable_token;Text_length;Trismegistos_ID;Date;Century;Text_ID_head;Sentence_ID_head;Sentence_position_head;Token_ID_head;Token_position_head;Token_head;Token_clean_head;Relation_head;Head_head;Analysis_ID_head;Lemma_head;Lemma_simplex_head;Lemma_frequency_head;Language_head;Morphological_type_head;Part_of_speech_head;Stem_head;Tense_head;Mood_head;Diathesis_head;Person_head;Number_head;Gender_head;Case_head;Category_head;POS_head;Tags_head;Meaning_head;Meaning_category_head;Meaning_subcategory_head;Classical_Latin_equivalent_head;Classical_Latin_Form_head;TAM_analysis_head;Standard_aligned_head;Form_aligned_head;Sentence_head;Section_head;Reference_head;Name_head;Language_(text)_head;Language_family_head;Language_variety_head;Script_head;Date_after_head;Date_before_head;Provenance_head;GeoID_head;Latitude_head;Longitude_head;Finite_verb_head;Analysable_token_head;Text_length_head;Trismegistos_ID_head;Date_head;Century_head;Order
152500;1063;1836;1;152500;13;verehias;verehias;ATR;152497;198155.0;11662a;11662;9.0;Oscan;A-stem;noun;-;-;-;-;-;singular;F;GEN;-;n-s---fg-;F-gen-sg;vereia;POLITICS;-;vereia;vereiae;-;were-yaas;verehia-s;úpíl(eís)· vi(bieís)· pak(ieís)· / tantrnnaiúm / iúvil(as)· ṣakrann(as) / púmperiaís / súllemnaís / pún· medd(is)· pis / íṇíl[·] verehias / fust· sakrid· / sakrafír;;Capua 21 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;16;170303;-274.5;-2;1063;1836;1;152497;10;medd(is)·;meddis;SBJ;152501;198152.0;10839a;10839;81.0;Oscan;C-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;meddix;HUMAN;-;meddix;meddix;-;meddiks;meddis-;úpíl(eís)· vi(bieís)· pak(ieís)· / tantrnnaiúm / iúvil(as)· ṣakrann(as) / púmperiaís / súllemnaís / pún· medd(is)· pis / íṇíl[·] verehias / fust· sakrid· / sakrafír;;Capua 21 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;16;170303;-274.5;-2;1
152504;1064;1837;1;152504;1;úpíl(eís)·;upileis;ATR_CO;320055;198159.0;10993a;10993;6.0;Oscan;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Opillus;PROPER;PERSONAL;Opillus;Opilli;-;opileys;úpíleís;úpíl(eís)· vi(bieís)· pak(ieís) / tantrnnaiúm / iúvi-l(as) - saḳ[r]annas· eídúís· ma/mert{·}tịạị́ṣ· púṇ / meddị́s[·] kapv(ans)· ạdfust· iúviass· ne/ssimass· ta<v>f/fúḍ· sakriss· sakrafị́ṛ[·] ạvt / últiumam· ker/ssnaís;;Capua 22 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;20;170304;-274.5;-2;1064;1837;1;320055;13;-;;;152508;1471777.0;-;-;985.0;Oscan;-;-;-;-;-;-;-;-;-;-;-;---------;;-;-;-;-;-;-;-;-;úpíl(eís)· vi(bieís)· pak(ieís) / tantrnnaiúm / iúvi-l(as) - saḳ[r]annas· eídúís· ma/mert{·}tịạị́ṣ· púṇ / meddị́s[·] kapv(ans)· ạdfust· iúviass· ne/ssimass· ta<v>f/fúḍ· sakriss· sakrafị́ṛ[·] ạvt / últiumam· ker/ssnaís;;Capua 22 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;20;170304;-274.5;-2;0
152505;1064;1837;1;152505;2;vi(bieís)·;vibieis;ATR_CO;320055;198160.0;11695a;11695;44.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Vibius;PROPER;PERSONAL;Vibius;Vibi;-;wiibyeys;vi-bieís;úpíl(eís)· vi(bieís)· pak(ieís) / tantrnnaiúm / iúvi-l(as) - saḳ[r]annas· eídúís· ma/mert{·}tịạị́ṣ· púṇ / meddị́s[·] kapv(ans)· ạdfust· iúviass· ne/ssimass· ta<v>f/fúḍ· sakriss· sakrafị́ṛ[·] ạvt / últiumam· ker/ssnaís;;Capua 22 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;20;170304;-274.5;-2;1064;1837;1;320055;13;-;;;152508;1471777.0;-;-;985.0;Oscan;-;-;-;-;-;-;-;-;-;-;-;---------;;-;-;-;-;-;-;-;-;úpíl(eís)· vi(bieís)· pak(ieís) / tantrnnaiúm / iúvi-l(as) - saḳ[r]annas· eídúís· ma/mert{·}tịạị́ṣ· púṇ / meddị́s[·] kapv(ans)· ạdfust· iúviass· ne/ssimass· ta<v>f/fúḍ· sakriss· sakrafị́ṛ[·] ạvt / últiumam· ker/ssnaís;;Capua 22 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;20;170304;-274.5;-2;0
152506;1064;1837;1;152506;3;pak(ieís);pakieis;ATR_CO;320055;198161.0;11041a;11041;58.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Pacius;PROPER;PERSONAL;Pacius;Paci;-;pakyeys;pakieís;úpíl(eís)· vi(bieís)· pak(ieís) / tantrnnaiúm / iúvi-l(as) - saḳ[r]annas· eídúís· ma/mert{·}tịạị́ṣ· púṇ / meddị́s[·] kapv(ans)· ạdfust· iúviass· ne/ssimass· ta<v>f/fúḍ· sakriss· sakrafị́ṛ[·] ạvt / últiumam· ker/ssnaís;;Capua 22 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;20;170304;-274.5;-2;1064;1837;1;320055;13;-;;;152508;1471777.0;-;-;985.0;Oscan;-;-;-;-;-;-;-;-;-;-;-;---------;;-;-;-;-;-;-;-;-;úpíl(eís)· vi(bieís)· pak(ieís) / tantrnnaiúm / iúvi-l(as) - saḳ[r]annas· eídúís· ma/mert{·}tịạị́ṣ· púṇ / meddị́s[·] kapv(ans)· ạdfust· iúviass· ne/ssimass· ta<v>f/fúḍ· sakriss· sakrafị́ṛ[·] ạvt / últiumam· ker/ssnaís;;Capua 22 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;20;170304;-274.5;-2;0
152507;1064;1837;1;152507;4;tantrnnaiúm;tantrnnaium;ATR;320055;198162.0;11500a;11500;2.0;Oscan;YO-stem;noun;-;-;-;-;-;plural;M;GEN;-;n-p---mg-;M-gen-pl;Tanternaei;PROPER;PERSONAL;Tanternaei;Tanternaeorum;-;tantern-ayoom;tant-rnnaiú-m;úpíl(eís)· vi(bieís)· pak(ieís) / tantrnnaiúm / iúvi-l(as) - saḳ[r]annas· eídúís· ma/mert{·}tịạị́ṣ· púṇ / meddị́s[·] kapv(ans)· ạdfust· iúviass· ne/ssimass· ta<v>f/fúḍ· sakriss· sakrafị́ṛ[·] ạvt / últiumam· ker/ssnaís;;Capua 22 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;20;170304;-274.5;-2;1064;1837;1;320055;13;-;;;152508;1471777.0;-;-;985.0;Oscan;-;-;-;-;-;-;-;-;-;-;-;---------;;-;-;-;-;-;-;-;-;úpíl(eís)· vi(bieís)· pak(ieís) / tantrnnaiúm / iúvi-l(as) - saḳ[r]annas· eídúís· ma/mert{·}tịạị́ṣ· púṇ / meddị́s[·] kapv(ans)· ạdfust· iúviass· ne/ssimass· ta<v>f/fúḍ· sakriss· sakrafị́ṛ[·] ạvt / últiumam· ker/ssnaís;;Capua 22 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;20;170304;-274.5;-2;0
152530;1066;1840;1;152530;3;s(e)p(ieis)·;sepieis;ATR;152531;198185.0;11371a;11371;7.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Seppius;PROPER;PERSONAL;Seppius;Seppi;-;seppyeys;seppieis;ek(úk)· iúvil(ú)· s(e)p(ieis)· / kalúvieis· iní/m· fratrúm / múinik(ú)· est / fiísíais · pum/periais· pas· pr/ai· - mamerttia/is· set· sakrasia/s· l· pettieis· me/ddikkiai· fufens /;;Capua 25 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;19;170307;-274.5;-2;1066;1840;1;152531;4;kalúvieis·;kaluvieis;OBJ_CO;152532;198186.0;10588a;10588;4.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Calavius;PROPER;PERSONAL;Calavius;Calavi;-;kalawyeys;kalúvieis;ek(úk)· iúvil(ú)· s(e)p(ieis)· / kalúvieis· iní/m· fratrúm / múinik(ú)· est / fiísíais · pum/periais· pas· pr/ai· - mamerttia/is· set· sakrasia/s· l· pettieis· me/ddikkiai· fufens /;;Capua 25 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;19;170307;-274.5;-2;0
152543;1066;1841;2;152543;8;l·;l;ATR;152545;198198.0;10783a;10783;86.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Lucius;PROPER;PERSONAL;Lucius;Luci;-;l;l;ek(úk)· iúvil(ú)· s(e)p(ieis)· / kalúvieis· iní/m· fratrúm / múinik(ú)· est / fiísíais · pum/periais· pas· pr/ai· - mamerttia/is· set· sakrasia/s· l· pettieis· me/ddikkiai· fufens /;;Capua 25 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;19;170307;-274.5;-2;1066;1841;2;152545;10;me/ddikkiai·;meddikkiai;ADV;152546;198200.0;10844a;10844;8.0;Oscan;A-stem;noun;-;-;-;-;-;singular;F;LOC;-;n-s---f--;F-sg;office as meddix;POLITICS;-;meddicia;meddicia;-;meddik-yay;meddikkiai;ek(úk)· iúvil(ú)· s(e)p(ieis)· / kalúvieis· iní/m· fratrúm / múinik(ú)· est / fiísíais · pum/periais· pas· pr/ai· - mamerttia/is· set· sakrasia/s· l· pettieis· me/ddikkiai· fufens /;;Capua 25 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;19;170307;-274.5;-2;0
152544;1066;1841;2;152544;9;pettieis·;pettieis;ATR;152543;198199.0;11120a;11120;2.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Pettius;PROPER;PERSONAL;Pettius;Petti;-;pettyeys;pettieis;ek(úk)· iúvil(ú)· s(e)p(ieis)· / kalúvieis· iní/m· fratrúm / múinik(ú)· est / fiísíais · pum/periais· pas· pr/ai· - mamerttia/is· set· sakrasia/s· l· pettieis· me/ddikkiai· fufens /;;Capua 25 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;19;170307;-274.5;-2;1066;1841;2;152543;8;l·;l;ATR;152545;198198.0;10783a;10783;86.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Lucius;PROPER;PERSONAL;Lucius;Luci;-;l;l;ek(úk)· iúvil(ú)· s(e)p(ieis)· / kalúvieis· iní/m· fratrúm / múinik(ú)· est / fiísíais · pum/periais· pas· pr/ai· - mamerttia/is· set· sakrasia/s· l· pettieis· me/ddikkiai· fufens /;;Capua 25 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;19;170307;-274.5;-2;1
152549;1067;1842;1;152549;3;s(e)p(ieis)·;sepieis;ATR;152550;198204.0;11371a;11371;7.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Seppius;PROPER;PERSONAL;Seppius;Seppi;-;seppyeys;seppieis;ẹk(úk)· iúviḷ(ú)· s(e)p(ieis)· kạ/ḷú-vieis· ini-ṃ / fraṭrúm· mụ́-i/-nik(ú)· est· fịisị́ais· / púmperiais· pra/i· mamerttiais / pas· set· kerss<n>/asias· l· pettíẹ[i]/s· meddiki<a>i· - / fụfens /;;Capua 26 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;19;170308;-274.5;-2;1067;1842;1;152550;4;kạ/ḷú-vieis·;kaluvieis;ADV_CO;152551;198205.0;10588a;10588;4.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Calavius;PROPER;PERSONAL;Calavius;Calavi;-;kalawyeys;kalúvieis;ẹk(úk)· iúviḷ(ú)· s(e)p(ieis)· kạ/ḷú-vieis· ini-ṃ / fraṭrúm· mụ́-i/-nik(ú)· est· fịisị́ais· / púmperiais· pra/i· mamerttiais / pas· set· kerss<n>/asias· l· pettíẹ[i]/s· meddiki<a>i· - / fụfens /;;Capua 26 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;19;170308;-274.5;-2;0
152562;1067;1842;1;152562;16;l·;l;ATR;152564;198217.0;10783a;10783;86.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Lucius;PROPER;PERSONAL;Lucius;Luci;-;l;l;ẹk(úk)· iúviḷ(ú)· s(e)p(ieis)· kạ/ḷú-vieis· ini-ṃ / fraṭrúm· mụ́-i/-nik(ú)· est· fịisị́ais· / púmperiais· pra/i· mamerttiais / pas· set· kerss<n>/asias· l· pettíẹ[i]/s· meddiki<a>i· - / fụfens /;;Capua 26 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;19;170308;-274.5;-2;1067;1842;1;152564;18;meddiki<a>i·;meddikiai;ADV;152565;198219.0;10844a;10844;8.0;Oscan;A-stem;noun;-;-;-;-;-;singular;F;LOC;-;n-s---f--;F-sg;office as meddix;POLITICS;-;meddicia;meddicia;-;meddikyay;meddikiai;ẹk(úk)· iúviḷ(ú)· s(e)p(ieis)· kạ/ḷú-vieis· ini-ṃ / fraṭrúm· mụ́-i/-nik(ú)· est· fịisị́ais· / púmperiais· pra/i· mamerttiais / pas· set· kerss<n>/asias· l· pettíẹ[i]/s· meddiki<a>i· - / fụfens /;;Capua 26 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;19;170308;-274.5;-2;0
152563;1067;1842;1;152563;17;pettíẹ[i]/s·;pettieis;ATR;152562;198218.0;11120a;11120;2.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Pettius;PROPER;PERSONAL;Pettius;Petti;-;pettyeys;pettíeis;ẹk(úk)· iúviḷ(ú)· s(e)p(ieis)· kạ/ḷú-vieis· ini-ṃ / fraṭrúm· mụ́-i/-nik(ú)· est· fịisị́ais· / púmperiais· pra/i· mamerttiais / pas· set· kerss<n>/asias· l· pettíẹ[i]/s· meddiki<a>i· - / fụfens /;;Capua 26 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;19;170308;-274.5;-2;1067;1842;1;152562;16;l·;l;ATR;152564;198217.0;10783a;10783;86.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Lucius;PROPER;PERSONAL;Lucius;Luci;-;l;l;ẹk(úk)· iúviḷ(ú)· s(e)p(ieis)· kạ/ḷú-vieis· ini-ṃ / fraṭrúm· mụ́-i/-nik(ú)· est· fịisị́ais· / púmperiais· pra/i· mamerttiais / pas· set· kerss<n>/asias· l· pettíẹ[i]/s· meddiki<a>i· - / fụfens /;;Capua 26 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;19;170308;-274.5;-2;1
152567;1068;1843;1;152567;2;heleviieís·;heleviieis;ATR;152566;198222.0;10518a;10518;4.0;Oscan;IYO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Helvius;PROPER;PERSONAL;Helvius;Helvi;-;helewiyeys;heleviieís;sẹpíeís· heleviieís· súm· / mi(nieís)· anni/ieís(s)· medik/kiaí· túv(tíkaí)· / iúvilam / prúft(en)s· / púmperi/a(s) / falenia/s /;;Capua 27 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;11;170309;-274.5;-2;1068;1843;1;152566;1;sẹpíeís·;sepieis;SBJ;152568;198221.0;11371a;11371;7.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Seppius;PROPER;PERSONAL;Seppius;Seppi;-;seppyeys;seppíeís;sẹpíeís· heleviieís· súm· / mi(nieís)· anni/ieís(s)· medik/kiaí· túv(tíkaí)· / iúvilam / prúft(en)s· / púmperi/a(s) / falenia/s /;;Capua 27 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;11;170309;-274.5;-2;1
152569;1068;1844;2;152569;1;mi(nieís)·;minieis;ATR;152571;198224.0;10881a;10881;26.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Minius;PROPER;PERSONAL;Minius;Mini;-;minyeys;minieís;sẹpíeís· heleviieís· súm· / mi(nieís)· anni/ieís(s)· medik/kiaí· túv(tíkaí)· / iúvilam / prúft(en)s· / púmperi/a(s) / falenia/s /;;Capua 27 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;11;170309;-274.5;-2;1068;1844;2;152571;3;medik/kiaí·;medikkiai;ADV;152574;198226.0;10844a;10844;8.0;Oscan;A-stem;noun;-;-;-;-;-;singular;F;LOC;-;n-s---f--;F-sg;office as meddix;POLITICS;-;meddicia;meddicia;-;medikkyay;medikkiaí;sẹpíeís· heleviieís· súm· / mi(nieís)· anni/ieís(s)· medik/kiaí· túv(tíkaí)· / iúvilam / prúft(en)s· / púmperi/a(s) / falenia/s /;;Capua 27 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;11;170309;-274.5;-2;0
152570;1068;1844;2;152570;2;anni/ieís(s)·;anniieiss;ATR;152569;198225.0;10104a;10104;2.0;Oscan;IYO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Annius;PROPER;PERSONAL;Annius;Annius;-;anniyeys-;anniieíss;sẹpíeís· heleviieís· súm· / mi(nieís)· anni/ieís(s)· medik/kiaí· túv(tíkaí)· / iúvilam / prúft(en)s· / púmperi/a(s) / falenia/s /;;Capua 27 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;11;170309;-274.5;-2;1068;1844;2;152569;1;mi(nieís)·;minieis;ATR;152571;198224.0;10881a;10881;26.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Minius;PROPER;PERSONAL;Minius;Mini;-;minyeys;minieís;sẹpíeís· heleviieís· súm· / mi(nieís)· anni/ieís(s)· medik/kiaí· túv(tíkaí)· / iúvilam / prúft(en)s· / púmperi/a(s) / falenia/s /;;Capua 27 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;11;170309;-274.5;-2;1
152597;1070;1848;3;152597;3;mi(nieís)·;minieis;ATR;152600;198252.0;10881a;10881;26.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Minius;PROPER;PERSONAL;Minius;Mini;-;minyeys;minieís;/ tr(ebieís)· vírriieís· ken/ssurineís· ekas / iúvilas· trís[·]ehpeílatas set· ve/sulliaís· fertalis / staflatas set· / mi(nieís)· blússii(eís)· mi(nieís)· m(edikkiaí)· t(úvtíkaí)· / nessimas· staíet / veruís· lúvkei /;;Capua 29 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;21;170311;-274.5;-2;1070;1848;3;152600;6;m(edikkiaí)·;medikkiai;ADV;152595;198255.0;10844a;10844;8.0;Oscan;A-stem;noun;-;-;-;-;-;singular;F;LOC;-;n-s---f--;F-sg;office as meddix;POLITICS;-;meddicia;meddicia;-;medikkyay;medikkiaí;/ tr(ebieís)· vírriieís· ken/ssurineís· ekas / iúvilas· trís[·]ehpeílatas set· ve/sulliaís· fertalis / staflatas set· / mi(nieís)· blússii(eís)· mi(nieís)· m(edikkiaí)· t(úvtíkaí)· / nessimas· staíet / veruís· lúvkei /;;Capua 29 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;21;170311;-274.5;-2;0
152598;1070;1848;3;152598;4;blússii(eís)·;blussiieis;ATR;152597;198253.0;10244a;10244;1.0;Oscan;IYO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Blossius;PROPER;PERSONAL;Blossius;Blossi;-;blossiyeys;blússiieís;/ tr(ebieís)· vírriieís· ken/ssurineís· ekas / iúvilas· trís[·]ehpeílatas set· ve/sulliaís· fertalis / staflatas set· / mi(nieís)· blússii(eís)· mi(nieís)· m(edikkiaí)· t(úvtíkaí)· / nessimas· staíet / veruís· lúvkei /;;Capua 29 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;21;170311;-274.5;-2;1070;1848;3;152597;3;mi(nieís)·;minieis;ATR;152600;198252.0;10881a;10881;26.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Minius;PROPER;PERSONAL;Minius;Mini;-;minyeys;minieís;/ tr(ebieís)· vírriieís· ken/ssurineís· ekas / iúvilas· trís[·]ehpeílatas set· ve/sulliaís· fertalis / staflatas set· / mi(nieís)· blússii(eís)· mi(nieís)· m(edikkiaí)· t(úvtíkaí)· / nessimas· staíet / veruís· lúvkei /;;Capua 29 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;21;170311;-274.5;-2;1
152599;1070;1848;3;152599;5;mi(nieís)·;minieis;ATR;152597;198254.0;10881a;10881;26.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Minius;PROPER;PERSONAL;Minius;Mini;-;minyeys;minieís;/ tr(ebieís)· vírriieís· ken/ssurineís· ekas / iúvilas· trís[·]ehpeílatas set· ve/sulliaís· fertalis / staflatas set· / mi(nieís)· blússii(eís)· mi(nieís)· m(edikkiaí)· t(úvtíkaí)· / nessimas· staíet / veruís· lúvkei /;;Capua 29 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;21;170311;-274.5;-2;1070;1848;3;152597;3;mi(nieís)·;minieis;ATR;152600;198252.0;10881a;10881;26.0;Oscan;YO-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Minius;PROPER;PERSONAL;Minius;Mini;-;minyeys;minieís;/ tr(ebieís)· vírriieís· ken/ssurineís· ekas / iúvilas· trís[·]ehpeílatas set· ve/sulliaís· fertalis / staflatas set· / mi(nieís)· blússii(eís)· mi(nieís)· m(edikkiaí)· t(úvtíkaí)· / nessimas· staíet / veruís· lúvkei /;;Capua 29 (Imagines Italicae);;Oscan;Indo-European::Italic::Latino-Sabellic::Sabellic;Oscan;Oscan;-299.0;-250.0;Capua (Santa Maria Capua Vetere);3311.0;41.085943;14.250057;True;True;21;170311;-274.5;-2;1
